text,label,source,original_text
NOT FUNNY What These “ MORONS ” Did For Crooked Hillary Should FRIGHTEN Every American [ VIDEO ],0,synthetic,NOT FUNNY! What These “MORONS” Did For Crooked Hillary Should FRIGHTEN Every American [VIDEO]
Heckler Screams ‘ * Hillary ’ At Clinton Rally – And She Just Him ( VIDEO ),0,synthetic, Heckler Screams ‘F*ck Hillary’ At Clinton Rally – And She Just Laughs At Him (VIDEO)
Who ’ s Better : “ Dangerous Donald ” or “ Hillary ” ?,0,synthetic,Who’s Better: “Dangerous Donald” or “Crooked Hillary”?
DELUSIONAL HILLARY Calls Her Email Scandal The “ Biggest Nothing-Burger Ever ” … ” They covered It Like It Was Pearl ” [ Video ],0,synthetic,DELUSIONAL HILLARY Calls Her Email Scandal The “Biggest Nothing-Burger Ever”…”They covered It Like It Was Pearl Harbor” [Video]
UNIVERSITY WARNS : Make Sure Your Party Is Not A “ Christmas Party ” In Disguise,0,synthetic,UNIVERSITY WARNS: Make Sure Your Holiday Party Is Not A “Christmas Party” In Disguise
ALARMING : NSA Refuses to Release Clinton-Lynch Tarmac Transcript Lame Excuse,0,synthetic,ALARMING: NSA Refuses to Release Clinton-Lynch Tarmac Transcript with Lame Excuse
Boiler Room EP # – Mind-boggling Collusion,0,synthetic,Boiler Room EP #82 – Mind-boggling Collusion
WATCH : Chuck Reveals More Evidence Trump ’ s Campaign Is A Money Making Scheme,0,synthetic, WATCH: Chuck Todd Reveals More Evidence Trump’s Campaign Is A Money Making Scheme
Sean Spicer In December STRONGLY Exactly What He Did Today,0,synthetic, WATCH: Sean Spicer In December STRONGLY Opposed Exactly What He Did Today
"OOPS : Hypocrite Trump Accuses Amazon Of Not Paying Taxes , Except They Do",0,synthetic," OOPS: Hypocrite Trump Accuses Amazon Of Not Paying Taxes, Except They Do"
Trump Is Clearly Panicking Avoiding The People Who Voted Him,0,synthetic, Donald Trump Is Clearly Panicking; Avoiding The People Who Voted For Him
MUSLIM ASSIMILATION UPDATE : Migrants Arrested For STONING Transgender Women In,0,synthetic,MUSLIM ASSIMILATION UPDATE: Migrants Arrested For STONING Transgender Women In GERMANY
( VIDEO ) DESPERATION ? CLINTON CAMPAIGN PANDERS RADICAL BLACK GROUPS,0,synthetic,(VIDEO) DESPERATION? CLINTON CAMPAIGN PANDERS TO RADICAL BLACK GROUPS
THE WOMAN WHO Moved Freedom Americans To Tears With Her Passionate IRS Testimony Is Now Asking For Help,0,synthetic,THE WOMAN WHO Moved Freedom Loving Americans To Tears With Her Passionate IRS Testimony Is Now Asking For Our Help
‘ SLEEPY ’ JUSTICE GINSBURG : Excites Crowd By Saying She ’ d Back Abolition Of The [,0,synthetic,‘SLEEPY’ JUSTICE GINSBURG: Excites Crowd By Saying She’d Back Abolition Of The Electoral College [Video]
FOOTBALL LEGEND JIM KELLY : “ Trump took care of my whole family ” during cancer scare [ ],0,synthetic,FOOTBALL LEGEND JIM KELLY: “Donald Trump took care of my whole family” during cancer scare [Video]
ANGRY Venezuelans President…Bang On Pots And Yell [ Video ],0,synthetic,ANGRY Venezuelans CHASE Their President…Bang On Pots And Yell [Video]
This Is What REAL Christians Do When Their Priest Preaches To Ban ( VIDEO,0,synthetic, This Is What REAL Christians Do When Their Priest Preaches To Ban Abortion (VIDEO)
"Hillary Talks Trucks , SHREDS Trump , And The Crowd Goes WILD ( )",0,synthetic," Hillary Talks Taco Trucks, SHREDS Trump, And The Crowd Goes WILD (VIDEO)"
ANTI-GUN Zealot KATIE COURIC Hit With $ 12 MILLION Defamation Lawsuit By 2nd Amendment [ VIDEO ],0,synthetic,ANTI-GUN Zealot KATIE COURIC Hit With $12 MILLION Defamation Lawsuit By 2nd Amendment Group [VIDEO]
Obama ’ s Doing BIG To Raise Pay For Of Americans ( VIDEO ),0,synthetic, Obama’s Doing Something BIG To Raise Pay For Millions Of Americans (VIDEO)
"WATCH : SMARTPHONE CAPTURES NEW BOATLOAD OF Scared , Hungry Women and Children On Their Way To Europe…While 6.6 MILLION Are Waiting Cross",0,synthetic,"WATCH: SMARTPHONE CAPTURES NEW BOATLOAD OF “Scared, Hungry Women and Children” On Their Way To Europe…While 6.6 MILLION More Are Waiting To Cross"
JUST IN : RAND PAUL Democrat Doctor…Here s What We Know About The Attacker,0,synthetic,JUST IN: RAND PAUL ASSAULTED By Democrat Doctor…Here’s What We Know About The Attacker
THIS PICTURE OF HARRIET Should Be Used On The $ 20 Bill…If For No Other Reason Than To Drive Anti-Gun Left,0,synthetic,THIS PICTURE OF HARRIET TUBMAN Should Be Used On The $20 Bill…If For No Other Reason Than To Drive Anti-Gun Left Crazy
"Paul Ryan His Backstabbing Knife , Prepares War White House ( VIDEO )",0,synthetic," Paul Ryan Sharpens His Backstabbing Knife, Prepares War With White House (VIDEO)"
Trump Is Threatening A Lawsuit Over Copyright Violation Of His Penis (,0,synthetic, Trump Is Now Threatening A Lawsuit Over Copyright Violation Of His Penis (IMAGE)
CNN ’ s Don Lemon : He an Alcoholic or Just Drunk ?,0,synthetic,CNN’s Don Lemon: Is He an Alcoholic or Just a Drunk?
