title,label
North Korean foreign minister heads to Cuba,1
Mnuchin expects US tax bill to be in congressional committees later this month,1
Trump not planning to invoke executive privilege for Comey testimony: NY Times,1
Trump leans toward replacing Fed chief if he wins White House,1
'Why should Americans trust you?' Trump asked,1
REVEALED: The Dark Agenda Behind Globalization and Open Borders,0
U.S. to give Philippines eye in sky to track South China Sea activity,1
Russia's Olympic ban strengthens Putin's re-election hand,1
"China says it will handle North Korea trade issues for benefit to peace, stability",1
CHICAGO DELI OWNER Says He Was Relieved To Hear Las Vegas Massacre Happened At Country Music Festival: “White people shooting white people isn’t terror … it’s community outreach”,0
U.N. calls on Iran to resolve prisoner hunger strike,1
Cautious Comey expected in U.S. hearing on Trump-Russia probes,1
"Clinton team to take part in U.S. state vote recount, Trump blasts effort",1
Defense rests in Democratic Senator Menendez's bribery trial,1
Trump vs. Clinton: Debate will mark biggest moment of election,1
No rehearing for ex-Illinois Governor Blagojevich; appeal planned,1
Russia U.N. envoy says U.S. sanctions will not change Moscow,1
 Racists’ Heads Will Explode When They Find Out White-On-White Crime Is Higher,0
Trump's Islam comments draw attacks as Republicans discover civility,1
Canadian Woman DESTROYS Liberal Prime Minister Trudeau Over Socialist Carbon-Tax Policy: “How is it justified for you to ask me to pay a CARBON TAX when I only have $65 left of my paycheck every 2 weeks to feed my family?” [VIDEO],0
White House rejects report critical of Republican health plan,1
 Seth Meyers Takes No Prisoners In GLORIOUS Smackdown Of The Entire GOP Clown Car (VIDEO),0
Slovenian government faces test in pre-election investment referendum,1
Nasty Liberal Lawyer Just Got A Dose Of Karma After Saying He’d ‘Be Ok’ If Female Trump Official Was Sexually Assaulted,0
"As North Korea threat looms, Trump to address world leaders at U.N.",1
Factbox: International reaction to arrest of Reuters reporters in Myanmar,1
EU parliament head hopes for 'rational cooperation' with Trump,1
Highlights: The Trump presidency on April 21 at 6:12 p.m. EDT/2212 GMT,1
Syrian rebels say discussing evacuation from territory near Israel,1
Thailand rehearses lavish $90 million funeral for late king,1
"Amid opposition, Trump makes low budget request for Mexico border wall",1
Trump administration outlines how it will wind down 'Dreamer' program,1
Advocates for Americans held in Iran worried by Trump's hard line,1
Clinton opens up double-digit lead over Trump nationwide: Reuters/Ipsos poll,1
Perfectionist Mayer leads at halfway in decathlon,1
U.S. general sets two-year goal for driving back Afghan Taliban,1
"Anti-Trump protesters gather for third night, one shot in Portland",1
China's Xi meets military in first event since new leaders unveiled,1
 WATCH: Mike Pence’s Photo Op With Puerto Rico Survivors Just Went TERRIBLY Wrong (VIDEO),0
 Former CIA Operative: The U.S. May Have To Vote Again (VIDEO),0
Ryan says U.S. House will put up funds to build Mexico border wall: MSNBC interview,1
 Golf Addicted 70-Year-Old Man Says He ‘Couldn’t Care Less About Golf’,0
Obama: Republicans trying to 'talk down' U.S. economy,1
Explainer: Myanmar wields colonial-era law against Reuters journalists,1
Illinois gets June 20 deadline to boost Medicaid funding,1
Russian aerobatics team joins Serbian display of air power,1
U.S. Congress passes short-term bill to avert government shutdown,1
EU congratulates Austria's Kurz but uneasy about possible ruling partner,1
Senator McConnell says ending U.S. debt ceiling would be challenging,1
"UK seeks arrest of Manchester bomber's brother, asks Libya to extradite him",1
Iraq says will stay clear of U.S.-Iran tensions,1
‘Man Bites Dog’: New York Times Does Some Actual Journalism,0
State of Washington law paves way for organic marijuana market,1
"As appellate judge, Garland viewed as friend of government regulators",1
U.S. House approves $81 billion for disaster aid,1
Former California lawmaker sentenced for laundering bribe to his brother,1
[VIDEO] SHERIFF CLARKE EXPOSES THE LEFT: “This (Ferguson protests) Is Nothing More Than An Attempt To Try To Energize and Mobilize The Black Vote Through The 2016 Election”,0
"When Trump tells supporters not to donate, they mostly listen",1
"In search of rebound, Trump ramps up attacks on Clinton",1
Deficit worries complicate path for Republican tax cuts,1
Tech companies to lobby for immigrant 'Dreamers' to remain in U.S.,1
Germany seeks to take heat out of Turkey EU accession question,1
Brazil's Temer escapes corruption charges in committee vote,1
Taiwan says no plans 'at this stage' for phone call with U.S. president,1
Macron scores diplomatic coup on Lebanon but balancing act under test,1
"WHOA! “Canada’s Donald Trump,” Billionaire And Shark Tank Host Kevin O’Leary Announces Run Against “Canada’s Barack Obama” [VIDEO]",0
U.S. military says 'opting out' of some exercises following Gulf rift,1
New York vows to sue Trump over immigrant children protections,1
"Powell reveals disgust with Trump, distaste for Clinton in hacked emails",1
Twelve U.S. senators urge security rejection of China aluminum M&A deal,1
Oklahoma Supreme Court strikes down restrictive abortion law,1
House Democrats rally to protect Special Counsel Mueller,1
New Hampshire 'ballot selfie' ban unconstitutional: appeals court,1
Clinton wins big in South Carolina on way to 'Super Tuesday',1
Britain frustrated by slow pace of Brexit talks: finance minister,1
 Voodoo Doughnut’s One-Of-A-Kind Dessert Is The PERFECT Mockery Of Ammon Bundy (IMAGE),0
"Tunisia policeman dies after attack, security unions seek more protection",1
Trump to nominate businessman Hagerty as Japan ambassador-White House,1
Russia accuses CNN International of violating Russian media law,1
Brazil's president to begin cabinet reshuffle: press office,1
Germany detains six Syrian suspected of planning attack,1
House 2017 defense bill would face Obama veto: White House,1
"Exclusive: Former top Brazil prosecutor says successor, police chief slowing graft probes",1
Democrats enlist experts to scour Tillerson's business record,1
After year of mourning Thailand's 'floating basket' festival returns,1
Trump open to signing Russia sanctions legislation: official,1
State workers protest in Romania over social security payment shift,1
Kazakh president names two new deputy PMs,1
Brazil captures most wanted arms trafficker in Paraguay,1
HILLARY’S HORRIFYING ANSWER To This Question Might Be The Best Reason EVER To Not Vote For Her [VIDEO],0
Pennsylvania attorney general facing trial will not seek re-election,1
" McCain RIPS GOP Brass Over Russian Hack Response, Accuses Them Of Threatening Democracy (VIDEO)",0
Fired: Trump dumps top lawyer who defied immigration order,1
Greek government in spat with Spain's ambassador over Catalonia,1
HEART OF A LION: Trump Jumps Into Baby #CharlieGard Debate: ‘We would be delighted’ to help,0
Cambodia's Hun Sen challenges EU and U.S. to freeze assets,1
U.S. lawmakers push for action on human rights in Bahrain,1
Melania Trump calls taped comments by Donald Trump 'boy talk',1
Factbox: Trump's conflicting views on Obama Dreamer policy,1
"Trump to nominate Chatterjee, Powelson to FERC: White House",1
Guatemala Supreme Court will not probe president's salary bonus,1
AWESOME! SECRETARY OF STATE Rex Tillerson at Rolling Thunder 2017! [Video],0
Factbox: How U.S. multinationals in Puerto Rico are responding to Hurricane Maria,1
"Pakistan orders George Soros foundation, other aid groups to close",1
U.S. lawmaker wounded in June shooting discharged from hospital,1
Trump signs resolution allowing U.S. states to block family planning funds,1
Religious liberty bill passes Georgia state legislature,1
 REVEALED: One Of Hillary Clinton’s Goldman Sachs Speeches (VIDEO),0
Myanmar’s Suu Kyi sets out aid plan to end Rohingya crisis,1
Trump to meet Indiana Governor Mike Pence over the weekend,1
Trump's EPA to reconsider oil and gas emissions rule,1
Students protest U.S. Attorney General speech at Georgetown,1
World Food Program seeks 75 million dollars for Rohingya crisis,1
Tunisia parliament backs Chahed's new government,1
Iran says Saudi Arabia facing results of its 'wars of aggression',1
BHP disappointed by Trump withdrawal from Paris climate pact,1
BOOM! This Is How President Reagan Handled Protesters: “Negotiate? What is there to negotiate?” [Video],0
"Building owner, manager arrested in South Korean fire that killed 29",1
Ireland says wants 'agreed wording' on Brexit border before December 14 summit,1
France to skip 2018 Winter Games if security not assured,1
Boko Haram resurgence kills 381 civilians since April: Amnesty,1
U.S. senators to issue legislation sanctioning Russia over election interference,1
Palestinian protesters set fire to placards of U.S. vice president in Bethlehem,1
 GOP Governor Calls Blacks “Colored People” (VIDEO),0
N KOREA JUST REVEALED Plans To Unleash An Unimaginable  Attack That Could Lead To Electronic Armageddon,0
Pentagon probes Trump's ex-adviser Flynn over foreign payments,1
"Illinois governor vetoes Chicago pension fix, angers city's mayor",1
"Republican White House hopefuls Rubio, Bush battle it out in South Carolina",1
Factbox: EU Commission proposals on euro zone reform,1
Obama meets with security advisers on Islamic State threat,1
Clinton visits Atlantic City boardwalk to hit Trump on casino bankruptcies,1
Allegations against Sen. Franken should go through normal process: White House,1
BOOM! TRUMP Holds “DISHONEST MEDIA” Accountable : NBC Cuts 9 Minutes From Kellyanne Conway Interview…Trump EXPOSES Them On Twitter [VIDEO],0
"Explainer - Damian Green, UK PM's May deputy, resigns over pornography scandal",1
Tax trigger idea for Senate tax bill swiftly draws critics,1
Trump to host Jordan's King Abdullah on April 5: White House,1
(VIDEO) YOU’LL BE SHOCKED AT HOW LITTLE PEOPLE UNDERSTAND ABOUT THE IRAN DEAL,0
Escape from North Korea: video shows defector under fire,1
Irma strengthens to a Category 5 hurricane: NHC,1
 WATCH: Gay Cyclist Shuts Down Hate Preacher With One Epic Comeback,0
Turkey calls on citizens to leave northern Iraq before flights suspended on Friday,1
Putin plan to rejuvenate Russian politics makes slow progress,1
Tech privacy ally Feingold leads in Wisconsin Senate race,1
Trump dangles Middle East peace plan to limit Jerusalem outcry,1
New Zealand Labour leader says will reach out to NZ First in next couple of days,1
Draft opposition statement calls for Assad to leave at start of transition: Arabiya,1
Kaspersky says it obtained suspected NSA hacking code from U.S. computer,1
Ryan urges DACA fix with broader immigration reform: AP,1
At least 15 dead in flash floods on Greek coast,1
White House: no sign of collusion in campaign aides' indictments,1
DISABLED VET WITH CANE FORCED TO WALK To Trump Rally…Pictures Of Supporters Walking 3 Miles After Protesters Shut Down Roads,0
Senate to vote later on Wednesday to work with House on tax bill: McConnell,1
Senate intelligence panel requests Trump campaign documents: Washington Post,1
"Non-secessionist solution to Catalan crisis possible, says ex-leader",1
Trump warns may terminate NAFTA treaty,1
Tunisia premier names new economic reforms minister: statement,1
PRESIDENT Promotes Made in America: Omaha Steaks Owner “Wanted to Kiss Me” for Reopening Trade with China [Video],0
"After crucial win, Kasich sees path to Republican nomination",1
 WATCH This GOP Rep. Angrily Offer A Gift To His Fellow Republicans For Rejecting Zika Funding,0
Russia investigating IS claim about Russian hostages: RIA,1
Clinton: Senate should consider Obama's high court pick 'immediately',1
LIBERAL FOX ANCHOR Attacks Bobby Jindal For Saying “ALL LIVES MATTER” [VIDEO],0
Trump legal team delays filing leak complaint against Comey,1
Syria investigator del Ponte signs off with a sting,1
"""Make Republicans Whole Again!"" A divided party struggles to rally behind Trump",1
 Ben Carson Returns To Endorse Donald Trump – After A Vision From God (VIDEO),0
" Ted Cruz Awkwardly Tries To Say Trump’s Not A Liar, But Fails Miserably (VIDEO)",0
Exclusive: Republicans could target Obamacare tax in wider tax overhaul - Brady,1
White House says doesn't expect Congress to pass every budget item,1
Palestinians caution Trump against abandoning two-state concept,1
Russia's Lavrov: little difference between policies of Trump and Obama - RIA,1
WATCH: TEACHER MAKES EXAMPLE OF 10-YR Old Boys Because They Stood With Their Hands Over Their Hearts For Pledge of Allegiance,0
"SAY WHAT? Trump-Hater, RINO John McCain Admits HE Handed Smear Dossier Outlining Claims Of Kremlin Blackmail To FBI",0
Trump ex-adviser Flynn yet to indicate whether he will honor subpoena: senator,1
"World is losing the battle against climate change, Macron says",1
"Upset at Trump, Mexico voices 'worry and irritation' to U.S. envoys",1
"Japan accepts 3 refugees in first half of 2017, despite record asylum seekers",1
MICHELLE OBAMA Wanted Biden To Run So He Could Beat Hillary [Video],0
Republican Ted Cruz says Senate should not vote on President Obama's Supreme Court nominee,1
Trump responds to UK attack with apparent criticism of London Mayor Sadiq Khan,1
White House says 'critical' that House passes healthcare bill Thursday,1
“REVEREND” AL SHARPTON Makes Up Lie About Jesus On Social Media To Push Refugee Invasion,0
"Suspected U.S. drone targets Haqqani militants in Pakistan, killing four",1
U.S. Chamber of Commerce backs Republican healthcare bill,1
U.S. says troubled by reports of another U.S. citizen jailed by Iran,1
WATCH: JUAN HERNANDEZ Tells How He Was CHASED And BEATEN By Anti-Trump COWARDS Who Sucker Punch People And Run In Packs,0
Lebanese president calls Hariri's situation in Saudi 'mysterious',1
"Kenya President Uhuru Kenyatta sworn in for second, five-year term",1
"Families of Japanese abducted by North Korea meet Trump, but want action",1
#SteveBannon’s Secret “To Do” List Is Accidentally Captured In Photo…Democrat Heads Will Explode When They See This,0
"Khamenei says Europe should stop interfering in Iran's missile work, regional policy: TV",1
"WELL, DUH! Transgender Wins International Women’s Weightlifting Title",0
MOVIEGOING HITS 22-YR LOW…LA Times Blames Everyone But ANTI-TRUMP HOLLYWOOD,0
Raytheon wins $614 million modification of U.S. defense contract: Pentagon,1
Saudi mass arrests jolt markets but many see overdue swoop on corruption,1
Plane crash in Russia's far east kills six: report,1
Schiff: Nunes decision to leave probe on Russia offers 'fresh start',1
HAHA! WATCH DNC CHAIR PEREZ Try To Dodge Questions About Hillary Stealing Dem Primary From Sanders [Video],0
"In slap at Romney, Trump says he wants Hatch to run for re-election",1
Russian court tells Aeroflot it cannot tell stewardesses what size clothing to wear,1
Maine governor apologizes for obscenity-laced voicemail,1
Tillerson to meet with Southeast Asian foreign ministers in May,1
South Korean army says it conducted successful helicopter missile drill,1
Excessive force won't solve Myanmar's Rohingya crisis: Annan panel,1
 The Washington Post NAILS Hannity For Lying About Trump Rescuing Marines,0
"EU maintains summit gesture to May, with conditions",1
TAYA KYLE ENDORSES RICK PERRY FOR PRESIDENT – BASHES OBAMA,0
"Puerto Rico, creditors trade barbs over debt freeze bill",1
Republican national security experts: Trump would be 'dangerous' president,1
No hint of new gun control push in U.S. Congress after shootings,1
Lebanon identifies soldiers killed in Islamic State captivity,1
Moscow says the West is trying to undo Russia-brokered progress in Syria talks,1
Trump blasts media at Black History Month event,1
Russian Twitter accounts promoted Brexit ahead of EU referendum: Times newspaper,1
Hundreds march in Sydney for asylum seekers ahead of PNG camp closure,1
Saudi-led coalition says confident Saleh's GPC to return to Arab fold,1
Ireland set for December election if crisis not averted by Tuesday -PM,1
Trump: Sexual-assault accusers 'want to stop our movement',1
Trump aides differ over Assad's future after Syria attack,1
"PAY 2 PLAY: Democratic Convention Ends Amid Controversy, Empty Seats & White Noise",0
China hopes all sides' words and actions reduce tension on Korean peninsula,1
Unwavering Trump voters say they will not miss Steve Bannon,1
President Trump leaning toward Powell as next Fed chair: sources,1
Foreign diplomats voicing alarm to U.S. officials about Trump,1
Category 3 hurricane Maria could strengthen further: NHC,1
REPORT: TRUMP Set Brilliant “Fake News” Trap For Leakers…,0
Exclusive: U.S. congressional committee demands answers on WHO cancer agency,1
Republicans confident tax bill to become law this week,1
At least 33 people died in police crackdown in Nairobi -rights groups,1
EPA Chief Reveals Her ‘Trashy’ Upbringing And What She’s Sure All Families Did Pre-EPA,0
 Trump Explodes At Smiling Protester: ‘I’d Like To Punch Him In The Face’ (VIDEO),0
Top Democrat slams Obama administration's response to Russian hacks,1
"Trump, Cruz trade barbs over wives in presidential race",1
"Coca, trafficking greatest threats to Colombia peace: official",1
"China's Xi tells Trump two countries must promote non-conflict, cooperation",1
Pelosi re-elected to House Democratic leadership post,1
Florida legislature poised to bolster 'Stand Your Ground' law,1
"Factbox: Trump meets with AT&T CEO, others",1
Suspects held in Franco-Swiss swoop face terrorism charges,1
U.N. chief says two-state Mideast solution is the only way,1
Trump tied with Clinton in Utah after lewd remarks in video: poll,1
WOW! US Marine And Navy Veteran Writes BLISTERING Open Letter To Khizr Khan: “Does it matter whether Mr. Trump has ‘sacrificed’? Has Ms. Clinton ‘sacrificed’ for this nation? How about Mr. Obama?”,0
PM May seeks to ease Japan's Brexit fears during trade visit,1
U.S. Senate plans to vote on FCC chairman tenure this week,1
"Cruz returns to Washington, warns of 'volcanic anger'",1
Trump favors ex-pharma executive Azar for health secretary: Politico,1
Trump faces diplomatic hurdles during 28 hours in the Holy Land,1
Iraqi forces recapture last Islamic State-held town,1
Killing of Mexican prosecutor of crimes against women sparks outcry,1
Philippines says policy trumps popularity after Duterte ratings dip,1
U.S. court to re-examine decision striking down of Texas voter ID law,1
"Senate Banking chair, Democrats say still hopeful for deal on Dodd-Frank bank rules rewrite",1
Madrid Wax Museum unveils clay busts of Clinton and Trump,1
Factbox: Puerto Rico debt crisis bill keeps oversight board,1
Catalan standoff touches separatist hearts beyond Spain,1
U.S. intel official: No doubt North Korea tested advanced device,1
Ohio governor lacks power to suspend open carry law: spokeswoman,1
Senator Paul suffers five broken ribs after assault: reports,1
 This Leaked Secret Memo Reveals A YUGE Problem Destroying Trump (IMAGE),0
Trump administration officials may be deposed over immigration order,1
Bahrain accuses opposition leaders of spying for Qatar,1
Sentencing of ex-House speaker Hastert delayed until April,1
Norfolk Southern resumes limited trains service in Irma-hit areas,1
Virginia governor vetoes religious protection bill,1
Upbeat Boeing CEO says meeting with Trump 'very productive',1
Panama to send immigration envoys to China as visa limits lifted,1
Rights group questions Italy's work with Libya stopping migrants,1
Cash and coffee: a young woman's path in a changing China,1
"Czech election websites hacked, vote unaffected -Statistics Office",1
Hamas leader in Cairo to discuss Gaza blockade,1
"Illinois governor blasts House budget, Chicago mayor",1
Chinese police detain 11 over deadly Tianjin skyscraper fire,1
IMF's Lagarde tells Ukraine president to speed up reforms,1
2008 Republican nominee John McCain joins Romney in blasting Trump,1
Ukrainian police clash with Saakashvili supporters in Kiev,1
U.S. plans to update self-driving guidelines in coming months,1
CRANKY SOCIALIST BERNIE SANDERS HAS A TEMPER TANTRUM And Walks Out Of Interview [Video],0
"Secretary of State Kerry to visit Saudi Arabia, France",1
Arson caused fire at Kenyan school that killed nine girls: minister,1
 Trump Can’t Even Spell Sarah Palin’s Name Correctly On His Website (IMAGE),0
[Video] BLACK CHAMBER OF COMMERCE PRESIDENT SAYS OBAMA’S ‘Clean Power Plan’ Will Increase Black Poverty By 23 Percent,0
 Even The Dad Of Pro-Trump Act ‘USA Freedom Kids’ Plans To Sue Campaign,0
 Clinton’s Latest Electoral Appeal? Mormon Voters – And It Could Work,0
Republicans confident of passing House tax bill: Brady,1
White House budget chief expects delay in hitting debt limit,1
"After Alabama upset, Democrats see new prospects in U.S. South",1
State Department reminds staff on ethics after posts on Trump interests,1
U.S. draft U.N. resolution seeks extension of Syria chemical probe,1
"In Trump/Clinton face-off on Monday, winning over women will be key",1
"EPA says website undergoing makeover to match Trump, Pruitt views",1
Democrats push for full analysis of latest Republican healthcare bill,1
Rohingya widows find safe haven in Bangladesh camp,1
" Lesbian Couple Beaten, Arrested For Holding Hands Wins $80,000 Settlement (VIDEO)",0
U.S. Republican Rand Paul suspends 2016 White House campaign,1
Peru's Kuczynski dares Congress to dismiss entire Cabinet,1
The New American Mediocrity: Ash Carter vs Dr. Strangelove,0
House bill aims to identify lawmakers in sex harassment cases,1
 Trump’s Weekend Jaunts To Florida Are Putting The U.S. In Grave Danger,0
Sweet home Chicago: Obama re-emerges in city where it all began,1
U.S. judge orders former Trump aides to stay under home arrest,1
U.S. judge to mull release of Trump video testimony,1
 Jeb Bush Rally Becomes Counseling Session As Supporters Give Him Advice To Fix His Struggling Campaign,0
Kushner interviewed by House intelligence panel,1
Rush for free food packets kills 10 at Bangladesh prayer meeting,1
Irish PM sees Brexit talks moving to next stage in December,1
"Puerto Rico rescue falters under attack by conservatives, investors",1
Judge raises doubts over suit against Trump on foreign payments,1
New Zealand offer to take 150 refugees could help Australia defuse PNG stand-off,1
Collapsed state housing in Iranian quake shows corruption: Rouhani,1
China unveils new leadership line-up with no clear successor to Xi,1
'Lone hacker' claims responsibility for cyber attack on Democrats,1
U.S. court puts Obamacare case on hold until Trump takes office,1
Dying for a paycheck: the Russian civilians fighting in Syria,1
Obama praises Argentina's 'man in a hurry' Macri for reforms,1
Myanmar corrects state media report on U.N. 'agreement' to help house refugees,1
"From life as thugs to baking, El Salvador's ex-gang members seek peace",1
Catalan leader opens door to secession from Spain after vote,1
EU's Tusk appealed to Rajoy to avoid escalation in Catalonia,1
"Obama, in shift, says he will keep 8,400 U.S. troops in Afghanistan until 2017",1
North Korea's Kim says will make 'deranged' Trump pay dearly for U.N. speech,1
"FBI Agent Indicted In Killing of Lavoy Finicum, Hires High-Profile DC Lawyer",0
Republican presidential candidate Cruz to make announcement at 4 p.m.,1
Canada foreign minister will oppose U.S. border tariffs,1
German broadcasters won't promote ex-Pink Floyd frontman's concerts over anti-Semitism accusations,1
McConnell says U.S. debt ceiling debate could stretch into September,1
Trump's NAFTA autos goals to collide with industry as talks start,1
"Fukushima court rules Tepco, government liable over 2011 disaster: media",1
AUSTRIAN JUSTICE SYSTEM Gives Teen With Homemade Nazi Tattoo Same Sentence As “Refugee” Convicted Of Anal Rape Of 72 Year Old,0
Obama rallies Obamacare troops at 'critical time' for program,1
White substance found at Clinton office not hazardous: police,1
"PRESIDENT TRUMP’S Powerful First Commencement Speech: “In America We Don’t Worship Government, We Worship God” [VIDEO]",0
Trump Cabinet officials to visit Puerto Rico to assess recovery,1
EPIC! CHECK OUT THE T-SHIRTS Two Guys Wore Behind Hillary During A Town Hall,0
" Trump Freaks Out, Talks ‘World War Three’ (VIDEO)",0
Mother's fight to discover fate of dead baby's body finds empty coffin,1
North Korea says seeking military 'equilibrium' with U.S.,1
U.S. military says airstrike in Somalia kills three al Shabaab fighters,1
Kremlin: Putin and Trump made no promises on cyber group,1
"U.S. calls on Myanmar to stop violence, displacement of Rohingya",1
"Exclusive: Overruling diplomats, U.S. to drop Iraq, Myanmar from child soldiers' list",1
Key Democrat calls Flynn immunity request 'grave and momentous' step,1
DID HILLARY Just Lose Her “Get Out Of Jail Free” Card?…Senior Trump Advisor: “Trump Has Not Ruled Out Criminal Probe” Against Hillary,0
Egyptian president to meet Trump at White House on April 3,1
"Trumped by candidate's rhetoric, Republican lawmakers at a loss for words",1
German far-right party drops bid for journalists' private data,1
Coal mine explosion kills nine workers in northern China: Xinhua,1
U.S. lawmakers ask DOJ if terrorism law covers pipeline activists,1
"[VIDEO] OBAMA TELLS HOMETOWN KENYANS: “I’m A Pretty Good President, And If I Ran For A Third Term, I Could Win”",0
"Trump outlines plans for first day in office, meets with Cabinet hopefuls",1
Top Mexico university blames deadly bridge collapse on weak supports,1
Trump lawyer's account about tweets raises questions about what president knew,1
MEGYN KELLY CONTINUES HER OBSESSION With Trump…ANGRY He Won’t Apologize To Hillary’s “Khan Man” [VIDEO],0
"'A long way to go' in German coalition talks, liberal FDP says",1
Democrat Phil Murphy wins New Jersey governor's election: media,1
 Breitbart Caught Praising Melania For Exact Thing They Once Viciously Smeared Michelle Obama Over,0
"Britain has 10-day ""absolute deadline"" to deliver on key Brexit issues: Tusk",1
Senate Republicans appear to have votes to pave way to tax reform,1
Merkel can well imagine a European finance minister,1
Guatemala lawmakers curb penalties for illegal election financing,1
U.S. Senate candidate Moore's wife says 'he will not step down',1
" Celebrity Gun Nut Threatens To Shoot His Girlfriend, Gets Arrested With His Pants Down – Literally",0
Ryan says tax reform could take longer than healthcare overhaul,1
"Trump on Twitter (April 11) - President of China, North Korea",1
"After pointed criticism, Tillerson urges Gulf demands be sent to Qatar",1
HOLY CASH COW! Check Out How Much Wall Street Funneled Into HILLARY’s Foundation/Slush Fund,0
 Tapper SLAMS Trump For BIZARRE Behavior At ‘Wild’ And ‘Unhinged’ Presidential Presser (VIDEO),0
Two Turkish soldiers killed in northern Iraq: Turkish military,1
Trump administration issues new rules on U.S. visa waivers,1
Proposed new U.S. sanctions ruse to force Russia from EU energy market: TASS cites Putin ally,1
Republicans appear all but certain to pass tax legislation,1
Exclusive: U.S. lawmakers to investigate funding of WHO cancer agency,1
" Caitlyn Jenner Slams Trump, Considers Running for Office",0
Austria's Kurz says pro-EU stance secured in deal with far right,1
 WATCH: Trump Supporter Sits In Silent Humiliation After Being SCHOOLED By Van Jones On Russia,0
Trump's Justice No. 2 rebuffs Democrats on Russia probe,1
"Polish cut in retirement age comes into force, bucking European trend",1
UK foreign secretary says Hariri should return to Lebanon,1
"FAKE NEWS WEEK: Truth, War Propaganda, CIA and Media Manipulation",0
'No doubt' Russia behind hacks on U.S. election system: senior Democrat,1
Turkish PM says Trump victory a chance to advance relations with U.S,1
Afghan president 'grateful' for Trump's commitment to fighting Taliban,1
Merkel reassures EU over lack of Berlin coalition deal,1
"Venezuela defends rights record at U.N., says opposition 'back on path of rule of law'",1
Groups see climate science review as chance to undercut regulation,1
Ukraine passes long-delayed health reforms praised by West,1
Big financial woes linger in Illinois' new budget,1
"New 'walls' now divide Germany, president says",1
House votes overwhelmingly to approve new Russia sanctions,1
"Celebrity U.S. presidential picks prompt alliances, rifts",1
"ISIS Is On The March, Belgium Is Burning, While Obama Hangs With New Commie Bestie In Cuba…Dirty Dances In Argentina [VIDEO]",0
Catalan separatists take to the streets ahead of referendum,1
France's Macron expresses full support to Spanish PM over Catalonia crisis,1
"House, Senate letters back Asia military funding proposal",1
EU Commission has no new comment on Catalonia after declaration of independence from Spain,1
"NAACP calls for boycott of North Carolina over voting, bathroom laws",1
EU to resume political contact 'at all levels' with Thailand: statement,1
"Trump, his party: an American odd couple",1
Turkey detains 51 teachers over suspected links to coup: Dogan,1
"Saudi deputy crown prince, Trump meeting a 'turning point': Saudi adviser",1
Syrian opposition SNC wont participate in Russia-sponsored congress: spokesman,1
U.S. signals caution to Saudis despite shared concern about Iran,1
Republican Meadows: Tax plan does not have to be revenue neutral,1
U.S. House Freedom Caucus backs Republican tax reform framework: statement,1
"Obama to visit Poland, Spain in NATO summit trip in July: White House",1
"Factbox: Trump on Twitter (November 29) - Matt Lauer, North Korea, Tax Cuts",1
GOVERNMENT SANTA CANDIDATE Gets Another Huge Endorsement… Just In Time For Christmas,0
China says it supports Cambodia in pursuing its own development path,1
Ukraine expels Belarus diplomat over Minsk spy-ring spat,1
Obama scolds Senate Republicans for Supreme Court threat,1
"U.S. judge to look into Giuliani, Mukasey's role in sanctions case",1
Only one in seven Catalan see dispute with Madrid ending in independence: poll,1
California bill to wean power sector off fossil fuels dies for this year,1
"Factbox: Trump picks women for U.N. ambassador, education secretary",1
North Korean envoy ignores U.S. call for testing freeze in U.N. speech,1
Trump to nominate Senate aide for Federal Energy Regulatory Commission,1
'No-brainer' or no-no? Congress split on probing Trump tax returns,1
Rubio considers running for re-election to Senate,1
Mexican president asks Senate to broaden discussion over security bill,1
CLINTON CAMPAIGN STAFFERS Prematurely Popped Open Champagne Early Tuesday…Here’s How They Got It So Wrong,0
"Bangladesh, Myanmar agree to draw up plan for refugee repatriation: minister",1
Minor train disruption rattles Singapore's reputation for glitch-free services,1
"Putin, security council discuss keeping Russia air force presence in Syria",1
U.N. hopes Trump will preach human rights to Duterte,1
"Obama says new ties with Cuba made 'wet-foot, dry-foot' policy obsolete",1
"Russia, Iran sanctions bill hits roadblock in U.S. House",1
"U.N. bans four ships over North Korea coal, U.S. delays four more",1
BREAKING: TODD PALIN In “Very Serious” Snowmobile Accident,0
U.S. consular office in Zurich evacuated: Blick newspaper,1
China's big money trumps U.S. influence in Cambodia,1
"Trump, in law and order speech, calls for African-American support",1
"After U.S. veto, U.N. General Assembly to meet on Jerusalem status",1
Kerry trip to Cuba for rights dialogue canceled: U.S. officials,1
Ex-CIA chief: Worries grew of Trump campaign contacts to Russia,1
"Trading algorithm shows how mass shootings, politics boost gun shares",1
"In valedictory speech, Obama takes note of values he sought in office",1
Saudi detains four current ministers in anti-corruption campaign,1
U.S. to expel nearly two-thirds of Cuban embassy staff: U.S. sources,1
"Liberal, Man-Hating Movement DESTROYS Career Of Top TX Lawyer For Posting #MeToo Letter From A Rape Survivor: “If everyone is a victim, no one is. Victim means nothing anymore”",0
"Abbas says Jerusalem is eternal Palestinian capital, dismisses U.S. peace role",1
U.S.-Cuba detente supporters make last-ditch effort to sway Trump,1
How a border tax could divide Boeing and its suppliers,1
"Trump postpones New Hampshire rally over shooting, still plans major speech",1
"China combat veteran, close ally of Xi, to get promotion: sources",1
"BOILER ROOM – EP #46 – Murder, Witchery, Politricks & A Manatee",0
"EU regrets U.S. withdrawal from climate deal, will seek other allies",1
