article,label
Russia's Putin congratulates Trump on election win,1
Governor extends Flint water emergency as state approves funds,1
Trump says picks Mulvaney to be White House budget director,1
 GOP Rep. Just Achieved The IMPOSSIBLE By Outdoing Trump’s Hypocrisy On February Jobs Report,0
RED FLAG IN CLINTON’S FBI INTERVIEW Shocks Former Prosecutor Andrew McCarthy,0
Jordan sentences Syrian militant to death over border attack,1
Ohio governor signs bill legalizing medical marijuana,1
Britain must be clearer on Brexit divorce bill: Dutch PM,1
 It’s Mueller Time!: Russia Probe Just Got Worse For Trump And It’s Going To Hurt,0
"Friendly no more: Trump, Cruz erupt in bitter fight at Republican debate",1
"U.S. expels 15 Cuban diplomats, fuelling tensions with Havana",1
House budget chief expects budget resolution approval in October 5 vote,1
Watchdog presses U.S. lawmakers to probe Icahn's role with Trump,1
Trump believes Roy Moore should step aside if allegations are true -White House,1
Trump moving U.S. toward era of bilateral trade: White House,1
Lithuania gets minority government as junior partner leaves,1
Trump says Iran complying with nuclear deal but remains dangerous threat,1
Putin to meet Erdogan in Ankara on Sept 28: Kremlin,1
Who’s Better: “Dangerous Donald” or “Crooked Hillary”?,0
" Mothers Of The Movement Bring DNC To Tears, So Right-Wing Racists Come Out In Droves (VIDEO)",0
Trump health pick favors insurance for people with prior illness,1
Trump to meet Latin American leaders with eye on Venezuela,1
"The Final Control: TPP, TTIP, TISA Global Corporate Takeover",0
Factbox: Points of contention in talks on German coalition,1
Trump says his travel ban needed to ensure U.S. religious freedom,1
Senate's McConnell says tax bill should be revenue neutral,1
Unlikely allies eye vote to legalize cannabis in New Zealand,1
Ex-U.S. Attorney Yang being considered for SEC chair: source,1
Boeing says current Air Force One contract worth $170 million,1
Obama defends record on terrorism in national security speech,1
Arab rivalries exposed as Egypt targets Qatar in UNESCO vote,1
"Beating rivals and the odds, Trump captures Republican nomination",1
Some Republicans see attacking Obamacare through regulation,1
Lesotho detains army major over killing of military leader,1
Trump populism comes to Canada as Conservatives seek leader,1
"Zimbabwe's top general ready ""to step in"" to end purge of ousted VP supporters",1
Germany could award contract for new spy satellites this month: RND news group,1
U.S. adjusts military support to partners in Syria: White House,1
Trump open to Dreamers relief legislation without wall funding -aide,1
Wilbur Ross sworn in as secretary of commerce,1
Zimbabwe court postpones U.S. citizen's subversion case to January,1
U.N. chief says no communication with North Korea is dangerous,1
Illinois governor reports $188.1 million in 2015 personal income,1
Trump garners two more endorsements in U.S. Congress,1
U.S. military says conducted air strike against ISIS in Somalia,1
U.S. officials step up rhetoric on Russia link to email hacks,1
BRAVO! POPULIST REPUBLICANS Target Out Of Control LEGAL Immigration Like The Ridiculous “Diversity Lottery”,0
Paraguay senator with dictatorship ties to run for president,1
MARK STEYN ON CNN EXTORTION: Wolf Blitzer Has Put A Horse’s Head In Some Guy’s Bed,0
WATCH: ARROGANT Sexual Predator and Sometimes “Comedian” Louis C.K. Tells Stephen Colbert “Donald Trump Is An Insane Bigot and Hitler”,0
Peru opposition-ruled Congress approves Kuczynski's new cabinet,1
"Bloomberg opts out of U.S. presidential bid, calls for centrism",1
"Trump needs to accept waterboarding is prohibited torture, U.N. specialist says",1
NOT KIDDING! Serial Liar Brian Williams Blames “FAKE NEWS” For Hillary’s Loss On MSNBC Last Night [VIDEO],0
"#LockHimUp Former Oversight Chair Jason Chaffetz: If Comey’s Leaked Memos Contained Classified Information, He Should Have Handcuffs On And Go To Jail",0
Trump discusses immigration ideas in dinner with Republican lawmakers,1
Brazil's Temer faces new graft charges over JBS testimony,1
"Yahoo under scrutiny after latest hack, Verizon seeks new deal terms",1
Saudi Arabia arrests 46 for stirring divisions: state media,1
New York attorney general says will sue over Obamacare repeal,1
May heads for Brussels as last-minute Brexit talks go on,1
Somalia rebukes its states for breaking with Qatar,1
Tillerson cites Russian inaction as helping to fuel Syrian poison gas attack,1
 Ohio Fireman In Deep Sh*t For HORRIBLE Remarks About Saving ‘N*****s’,0
 Sarah Palin: My Husband Nearly Dying Made Me Realize How Important It Was To Elect Trump (VIDEO),0
"WELL, DUH! Transgender Wins International Women’s Weightlifting Title",0
Top U.S. Senate Democrat holds out hope for Obamacare subsidies,1
FBI opens investigation into South Africa's Guptas: FT,1
Republicans have finalized compromise U.S. tax bill -chief House tax writer,1
"Juncker wants EU finance minister, no separate euro budget or parliament",1
Thai king's remains laid to rest at end of five-day ceremony,1
BREAKING! INVESTIGATION: Hillary Clinton Did NOT Comply With Records Rules,0
"UK government, including Johnson, united behind May's Brexit plan: spokeswoman",1
Indonesia parliament speaker taken into custody by anti-graft agency,1
Trump says he and China's Xi to try to end opioid crisis,1
DECLASSIFIED US INTEL REPORT Used To Discredit Trump Is Huge Embarrassment…Evidence Was Compiled In 2012 After OBAMA’S Reelection,0
White House: Michelle Obama to join husband on trip to Britain,1
China says opposes unilateral sanctions after new U.S. curbs target North Korea,1
"Medical providers oppose Trump-backed health plan, Democrats take aim",1
Kellyanne Conway's husband says Trump tweets hurting legal case,1
FOOTBALL LEGEND JIM KELLY: “Donald Trump took care of my whole family” during cancer scare [Video],0
Britain says expects most EU citizens can stay after Brexit,1
Mattis praises Philippine army on winning fight in Marawi without rights abuse,1
Brexit deal guarantees no hard border in Ireland: Irish foreign minister,1
Lockheed Martin wins $743 million U.S. defense contract: Pentagon,1
Trump criticizes GM for Mexico investments,1
Britain's Johnson says no need for gloom about Trump victory,1
 ‘Maury’ Show Official Facebook Posts F*CKED UP Caption On Guest That Looks Like Ted Cruz (IMAGE),0
"Trump says travel ban should be 'larger, tougher and more specific'",1
Senate diverges over renewal of internet spying law,1
DRAIN OBAMA’S RADICAL SWAMP! Rep Chaffetz Calls Out OBAMA APPOINTED Fed Gov Ethics Director Over UNETHICAL Public Criticisms Of Trump,0
Brazil captures most wanted arms trafficker in Paraguay,1
State Department official 'pressured' FBI to declassify Clinton email: FBI documents,1
"BOOM! TED CRUZ, DESANTIS PUSH For Term Limits: “It is well past time to put an end to the cronyism and deceit…”",0
" Trump Explains Why He Fired James Comey, F*cks Up And Admits He Should Be Impeached (VIDEO)",0
U.S. Attorney General Sessions to hold a news conference on Thursday,1
 Foreign Governments Have Been Giving Elections To Republicans For Decades,0
Spanish lender Sabadell to transfer legal base to Alicante - spokeswoman,1
North Korea not ready to meet with South Korea in Russia: agencies,1
Senate committee issues subpoena for Manafort: statement,1
U.S. FCC chief unveils plan to scrap Obama-era internet rules,1
House Armed Services chairman: Trump budget not enough for U.S. military,1
Phoenix mayor calls on Trump to postpone rally planned for next week,1
Opponents of Saudi 9/11 bill keep up fight ahead of veto override vote,1
Trump says discussed forming cyber security unit with Putin,1
"MSNBC host leaving the Republican party, becoming an independent",1
Ex-president George H.W. Bush moved to intensive care; wife hospitalized,1
JESSE WATTERS Takes On Young Anti-Trump Protesters: “He said that black people are ignorant” [Video],0
Turkey's Erdogan presses world leaders to help Myanmar's Rohingya,1
Danish minister republishes controversial Prophet cartoon on Facebook,1
"McCain says 'no information' Russia sought to influence election, probe needed",1
Man with Palestinian flag smashes Jewish restaurant windows in Dutch capital,1
" BREAKING: Shooter Targets Congressional Republicans At Baseball Practice, Steve Scalise Shot",0
TRIGGERED! FORMER CIA AGENT: ‘Trey Gowdy Ought to Have His A** Kicked’ [Video],0
Foreign minister warns UK cannot become 'vassal state' of EU,1
Russia's foreign minister discussed Syria with his Turkish counterpart,1
U.N. vote a resounding global 'No' to U.S. intimidation: Iran's Zarif tweets,1
Merkel wants progress in coalition talks in 10 days,1
PUTIN ACCUSES U.S. Of Leaking Flight Path Of Russian Plane Shot Down By Turkey…Turkey Buying ISIS Oil,0
South Korea confirms traces of radioactive gas from North Korea's nuclear test,1
Clinton names Obama veterans to White House transition team,1
"For Chinese officials, Trump perhaps better the devil they don't know",1
"In circuitous speech, Trump touts VP pick Pence as man to unify party",1
Clinton need not give sworn testimony over emails: U.S. judge,1
"Trump 'not thrilled' with debate dates, Clinton vows 'to be there'",1
German official warns U.S. not to use sanctions for industrial policy,1
"About 100,000 Kurds have fled Kirkuk since Monday: Kurdish officials",1
Norway government to rule in minority after centrists abandon talks,1
Trump drops plan to create infrastructure council: White House,1
Russia spurns U.S. allegations it violates nuclear arms pact,1
"Trump discussed free trade pact with Japan's Abe, U.S. envoy says",1
Labor nominee Puzder's company wins discrimination trial delay as confirmation looms,1
Iraq's Abadi accepts Macron invitation to come to discuss Kurds: Elysee source,1
Obama signs into law opioid addiction bill to protect newborns,1
Australian police say car that hit pedestrians in Melbourne was a deliberate act,1
Europe rights watchdog says Turkey's emergency laws go too far,1
U.S. sanctuary cities weigh response to Trump's threat to curb funding,1
FLASHBACK To 2014 WaPo Headline: “Obama Should Fire John Brennan” For Lying…Only One Year After James Clapper Was Caught Lying Under Oath,0
Trump says violence by anti-fascists proves him right on Charlottesville,1
Woman arrested trying to scale gates of UK's Buckingham Palace,1
Iran names nuclear negotiating team member jailed for spying,1
Justice Department names new acting head of drug enforcement agency,1
"New Cyprus talks must offer clarity to Turk Cypriots, official says",1
Two Danish journalists wounded in Islamist knife attack in Gabon,1
U.S. to push ahead on climate pact before Trump takes over: Kerry,1
U.S. backs out of Latam development fund in sign of policy shift,1
"In Beijing, Trump presses China on North Korea and trade",1
 Intel Committee Member: ‘Innocent People Don’t Ask For Immunity’ (VIDEO),0
House Democrats rally to protect Special Counsel Mueller,1
" Trump Put Himself In Deep Sh*t, Personally Drafted Statement Lying About Jr’s Russia Meeting",0
Iranian military chief visits frontline near Aleppo,1
Draining the swamp: Hard-hit Everglades town mops up after Irma,1
"Chinese state tabloid warns Trump, end one China policy and China will take revenge",1
Israel says it foiled planned ISIS-inspired attack at Jerusalem holy site,1
House Speaker Ryan says contested Republican convention more likely,1
 Poll Shows Growing Number Of Republicans Don’t Think Trump Is The Best Option For The GOP,0
Trump wants to make sure U.S. nuclear arsenal at 'top of the pack',1
 Elijah Cummings Made Sure The GOP Is Well Aware They’re Hypocritical A**holes Regarding Flint,0
Sanders to Trump: use defense contracts as leverage for Carrier jobs,1
House backs massive increase in defense spending,1
"In Athens, Macron to urge renewal of EU democracy",1
"Chile's foreign minister: TPP not dead, despite Trump comments",1
Indonesia to reopen Bali airport after closure due to volcano,1
"Trump spoke with U.N. secretary general, met with union reps",1
Ukraine agrees to sign EU summit declaration: officials,1
South Africa's Ramaphosa steps up criticism ahead of ANC leadership vote,1
"Trump expected to decertify Iran nuclear deal, official says",1
Colombia urgently crafting law to allow crime gangs to surrender,1
 BOMBSHELL: Devin Nunes’ Entire Net Worth Sunk In Company With Strong Ties To Russia,0
Russian long-range bombers strike Islamic State targets in Syria,1
[VIDEO] CARLY TAKES ON THE VIEW Hacks Only Days After Saying She Has A “Demented Face” And A “Halloween Mask”,0
Saudi Arabia condemns Trump decision to recognize Jerusalem as capital of Israel,1
FBI fear of leaks drove decision on emails linked to Clinton: sources,1
"In court first, Swede jailed for rape of children online",1
Lebanon's Aoun says PM Hariri's freedom restricted in Riyadh,1
"Hariri warns Lebanon faces Arab sanctions risk, to return in days",1
Trump says may tie infrastructure with healthcare or tax reform: NY Times,1
Congo sets presidential election for December 2018,1
Togo forces fire tear gas to disperse anti-government sit-in,1
"Tillerson to discuss North Korea crisis, trade in China",1
Trump says never asked Comey to stop investigating Flynn,1
Trump to receive first security briefing: sources,1
Trump threat to run as independent counterproductive: party chief,1
LOCAL REPORTER IN DEEP BLUE STATE Stuns Liberals When He Goes Rogue…Tells Truth About Guns [VIDEO],0
"Obama meets with national security team on Syria, Islamic State",1
Russia's Lavrov: little difference between policies of Trump and Obama - RIA,1
Mexico says won't pay for Trump's 'terrible' border wall,1
"PM May's deputy to keep job after pornography claims, ITV says",1
China's probes of rights lawyers 'alarming': Human Rights Watch,1
"FBI, Secret Service probe letter sent to Trump's sister: NBC",1
Obama says U.S. special relationship with Britain will endure,1
ADVISORY: Story on Kushner visiting Iraq withdrawn,1
ABOUT HILLARY’S COUGH: We Discovered The Secret To Why She Keeps Coughing [Video],0
ILLINOIS: ENTIRE TEAM OF 8-Yr Old Kids Perform Disgusting Act of Disrespect For Our Flag and Law Enforcement Under Guidance Of Coach,0
"Mediterranean ""by far world's deadliest border"" for migrants: IOM",1
"Malay woman to be Singapore president, puts minority representation on agenda",1
Michigan governor expects no charges over Flint crisis: newspaper,1
"Philippine anti-narcotics chief warns of drugs war slowdown, police target assassins",1
Kurdistan region refuses to hand over border crossings to Iraqi government: Rudaw,1
Justice Department will not file immediate stay against Seattle immigration ruling,1
Trump DACA decision followed months of meetings involving senior Democrat,1
Erdogan says U.S. can't buy Turkish support on Jerusalem,1
Cambodian PM pulls back on threat to shut rights group founded by rival,1
" According To The New White House Chief Strategist, Liberal Women Are Just ‘A Bunch Of Dykes’",0
Congress passes funding bill averting government shutdown,1
Iran tests new missile after U.S. criticizes arms program,1
House Freedom Caucus chief calls for U.S. tax reform plan by end-July,1
"Trump celebrates first 100 days as president, blasts media",1
DNA tests on Dali's body refute woman's paternity claim,1
Indian tycoon Mallya appears in UK court on new money-laundering accusations,1
"EU must be part of U.S. Middle East peace push, Ireland says",1
Trans-Atlantic data talks targeted by U.S. Republicans at 11th hour,1
"Senators question Kaleo' $4,500 tag on opioid overdose treatment",1
Graft probe into Mexico president's ally poses tricky challenge ahead of elections,1
"NSA chief, intelligence director won't comment on Trump conversations",1
"In Alabama's Senate race, contenders fight over who is Trump's biggest fan",1
Indonesia demands answers after military chief denied U.S. entry,1
Democrat Gillibrand opposes Trump's Supreme Court nominee,1
U.S. Senate moves Jeff Sessions toward confirmation as attorney general,1
Henningsen: Obama White House Colluded with Facebook to Fabricate ‘Russian Bot’ Conspiracy,0
Comoros lawmaker leading citizenship inquiry attacked,1
Hurricane Irma worsens Latin America's fuel supply crunch,1
"Tillerson: Trump did not discuss 'sources, methods' in meeting with Russia's Lavrov",1
Second day of jury deliberation for Turkish banker ends with no verdict,1
 Watch Hillary’s Reaction When Security Tries To Kick Shirtless Male Supporters Out Of Her Rally,0
Republican tax code revamp hits House budget obstacle,1
White House says making 'a lot of progress' on tax reform,1
Russia blocks bid to briefly extend Syria chemical weapons inquiry,1
Republicans plan healthcare vote; Obama and TV host denounce bill,1
Japan weighs plans to deal with North Korean evacuees in case of crisis,1
Russia to limit U.S. military observation flights: RIA,1
U.S. will circulate resolution on North Korea this week,1
Obama suggests U.S. embassy move to Jerusalem could be 'explosive',1
Qatar emir says open to dialogue to resolve Gulf crisis,1
Protesters call for justice after Maltese journalist's killing,1
"German killer nurse suspected of 84 more murders, police say",1
Rationale for U.S.-EU trade deal still strong after Brexit vote: USTR,1
Tillerson says working to bring stability to Russia ties,1
Pakistan official details car chase that freed kidnapped U.S.-Canadian family,1
WATCH: THINGS GOT REALLY AWKWARD When NBC Sent Hoda Over To Help Spike Megyn Kelly’s Miserable Ratings,0
Zimbabwe's state mouthpiece captures fall of First Lady Grace,1
Cavani strikes back with four goals as PSG sink Caen,1
"Czech parliament picks speaker, opens way for new prime minister",1
Jailed British-Iranian charity worker received letter from ex-UK PM Cameron: prosecutor,1
U.S. does not recognize Kurdish independence vote in Iraq: Tillerson,1
Trump EPA lags behind in environmental enforcement: report,1
Canadian pastor escaped execution due to foreign citizenship: CBC,1
U.S. sees business as usual at ports of entry when travel ban starts,1
Undocumented immigrants given roles at Democratic convention,1
"Trump, Liberal Hypocrisy & Humanity’s Future",0
Czech foreign minister lightly injured in car accident: ministry,1
U.S. farm heartland lobbies to steer Trump away from Mexico trade war,1
Venezuela Maduro warns of repeat elections in states won by opposition,1
"No breakthrough in Supreme Court dispute between Obama, Republicans",1
Mexico says president Pena Nieto to meet Trump on Wednesday,1
"U.S. government watchdog to review Mar-a-Lago trips, Trump hotel profits",1
Tillerson stresses diplomacy on North Korea amid threats: ABC,1
May's government pushes Brexit bill to avoid 'chaotic' departure,1
New Hampshire governor asks Trump to stop Indonesian deportation effort,1
Lack of clear UK stance making Brexit talks tough: French PM,1
White House adviser Rhodes to meet with Cuban Americans in Miami next week,1
"Turkey wants Iraq's Kurdish region to drop referendum, avoid sanctions",1
EPA watchdog expands audit of administrator's travel: memo,1
Michigan governor's aides urged switch away from Flint River,1
White House weeks away from naming anyone to Fed: official,1
Factbox: Key issues in the NAFTA renegotiations,1
"Factbox: Trump on Twitter (July 26) - U.S. Military, Transgender individuals",1
 Carrier Workers BLAST Trump: ‘He Lied His Ass Off’,0
Decision on whether Trump adviser Bannon keeps his job is imminent: Axios,1
Ex-ally of Malaysian PM Najib held in graft probe: source,1
 Racists’ Heads Will Explode When They Find Out White-On-White Crime Is Higher,0
BREAKING: RUSSIA SMELLS OBAMA’S FOREIGN POLICY WEAKNESS AND MAKES A MOVE,0
ANTI-GUN Zealot KATIE COURIC Hit With $12 MILLION Defamation Lawsuit By 2nd Amendment Group [VIDEO],0
BREAKING: MYSTERIOUS METAL OBJECT Flings Out Of Hillary’s Pant Leg During Apparent Convulsion Or Seizure [Video],0
"Militants attack Egypt police, dozens killed: sources",1
Security tight as Germany marks anniversary of Christmas market attack,1
EU's Tusk appealed to Rajoy to avoid escalation in Catalonia,1
Trump campaign star Conway named as his presidential counselor,1
Factbox: Countdown to Brexit breakthrough?,1
"Sanders rejects deal on Puerto Rico, offers alternative",1
BREAKING: CLINTON CLEARED…Was This A Coordinated Last Minute Trick To Energize Hillary’s Base?,0
Puerto Rico either gets legislative fix or humanitarian aid: Congressman,1
Southeast Asia summit draft statement skips over Rohingya crisis,1
"U.S. will change course on climate policy, says former EPA transition head",1
Trump could pull out of global climate accord in a year: lawyers,1
"Islamic State claims responsibility for blast in Afghan capital, Kabul",1
Pennsylvania $2 bln budget gap is 'time bomb': governor,1
Libyans dig for water in latest test for capital's residents,1
Zimbabwe minister Moyo's Twitter account hacked: family member,1
 Cowardly GOP Rep. Files Police Complaint Against SENIORS Because He’s TERRIFIED Of Dissent,0
 WATCH: Chuck Todd Reveals More Evidence Trump’s Campaign Is A Money Making Scheme,0
"Mueller says Trump Jr, Manafort can testify publicly in Senate: Feinstein",1
 Why This Attorney General Is Going After Trump For ‘Fraud’,0
Factbox: Belgian procedures for executing a European arrest warrant,1
Trump says he believes Pakistan starting to respect U.S. again,1
"Trump speaking by phone with Israel's Netanyahu, Jordan king, Abbas: White House",1
Kenya's Odinga pulled out of election to avoid defeat: deputy president,1
"Unlike Trump, Americans want strong environmental regulator - Reuters/Ipsos",1
"Iran, EU and Russia defend nuclear deal after Trump threat",1
Three U.S. senators ask Mylan for EpiPen military reimbursements,1
Republicans seek special counsel's removal from Russia probe,1
Sweden seeks to buy $1 billion U.S. Patriot air defense missile system,1
Argentina judge says death of prosecutor Nisman was murder,1
China urges all sides to find political settlement to war in Syria,1
"Four killed, 11 injured as train collides with army truck in Finland",1
Students sent home from Indonesian Islamic school linked to child fighters,1
Factbox: Five facts about ex-Trump security aide Michael Flynn,1
National Party leads in New Zealand polls; New Zealand First still likely kingmaker,1
"Hoyer, asked on German finmin post, says 'extremely happy' at EIB",1
No deal on tax among German coalition parties: conservative politician,1
U.S. House panel to begin hearings on tax reform next week,1
" Christie Goes Ballistic On Cruz For ‘Awful, Selfish Speech’",0
U.S. ready to confront Beijing on South China Sea: admiral,1
Gunmen kill 13 Niger gendarmes in attack near Mali border,1
Jordan border crossing with Iraq to reopen in major boost to ties,1
White House does not rule out Sessions recusal on Russia probes,1
Iraqi-backed Yazidi group takes over Sinjar after Kurdish pullout: residents,1
Ex-Trump adviser Flynn talking to Congress about testifying in Russia probe: lawyer,1
"Obama aides slam Trump over claim about past presidents, fallen soldiers",1
MUSLIM ASSIMILATION UPDATE: Migrants Arrested For STONING Transgender Women In GERMANY,0
Republican Sandoval withdraws as possible Supreme Court pick,1
"Trump foreign policies could hurt, help his business empire",1
"Trump signs Russia sanctions bill, Moscow calls it 'trade war'",1
 Trump Is Now Threatening A Lawsuit Over Copyright Violation Of His Penis (IMAGE),0
Trump dictated misleading statement on son's meeting with Russian: Washington Post,1
Thousands of Indonesians join anti-Myanmar rally in Jakarta,1
Trump to meet with airline CEOs on Thursday: White House,1
Uzbek president says economic data was 'fiction' for years,1
 Anthony Bourdain Reveals The ‘ONE Good Thing’ About Trump And It’s HILARIOUS,0
Beijing kindergartens get permanent inspectors after abuse scandal: Xinhua,1
McCain calls on Trump to help Ukraine against Russia attack,1
"Danish PM's party dealt blow at local election, Social Democrats gain",1
Senate healthcare holdout Collins never got call from Trump,1
German ban on Islamist group True Religion confirmed as complaints dropped,1
Tillerson set to meet Trudeau for North Korea crisis talks: source,1
"Trump team wants more NAFTA access for U.S. goods, services: lawmakers",1
Exclusive: Republicans mostly blame Congress for healthcare reform failure - Reuters/Ipsos poll,1
Catalonia refuses to send weekly accounts to Madrid before referendum,1
Republican Senator Cruz pushes 15-20 percent corporate tax rate,1
Taiwan says its 23 million people will decide their future,1
U.S. Congress votes to apply Magnitsky human rights act globally,1
Taking a tough stance on summer: conservatives in U.S. House,1
Iran's Larijani says Tehran has a plan if U.S. withdraws from nuclear pact: Ifax,1
Factbox: U.N. sanctions on North Korea currently in force,1
Turkey arrests four people over explosion at Tupras refinery: Anadolu,1
U.S. Senate's Reid warns against postponing spending decisions,1
Israel frees three Turks arrested amid Jerusalem unrest,1
U.S. lawmakers propose making it easier to meet auto fuel rules,1
Senator McCain wants hearing on possible F-16 sale to Pakistan,1
Guatemala Congress says it will withdraw contested graft reforms,1
"U.N. says fighting stops in Sanaa, Saleh funeral expected",1
U.S. nuclear arsenal to cost $1.2 trillion over next 30 years: CBO,1
Young blacks more open to Bernie Sanders' White House bid,1
Wife of Chechen accused of Putin assassination plot shot dead near Kiev,1
U.S. suspends fast processing of high-tech visa applications,1
Highlights: The Trump presidency on March 20 at 9:20 P.M. EDT,1
Trump says still wants to drop U.S. corporate tax rate to 15 percent,1
WAS MURDERED 27 YEAR OLD DEMOCRAT Operative About To Blow The Whistle On VOTER FRAUD When He Was Shot In The Back? [VIDEO],0
Syrian opposition chief says Sochi does not serve political process,1
"Obama hits campaign trail, says ready to 'pass baton' to Clinton",1
Kremlin says Putin-Trump meeting possible before July,1
"Exclusive: Energy, not tech or finance, in CEO line-up for Trump's China visit",1
"Chile left-wing candidates could form alliance, threatening market rally",1
"U.S. mulls South Sudan pressure, cutting aid may not work: U.N. envoy",1
Kremlin calls North Korea's latest missile launch another 'provocation',1
May will allow Brexit delay in exceptional circumstances,1
Kuwait's ruler reappoints PM: state news agency,1
Brazil seeks to revoke asylum of Italian ex-guerrilla convicted of murder,1
Republican Senator McCain will return Tuesday for healthcare vote,1
BARACK OBAMA GOES THERE…Compares President Trump To Hitler In Front Of Chicago Audience,0
Britain aiming for outline Brexit transition deal by first quarter of 2018: Davis,1
EPA chief says ready to further relax fuel standards due to hurricanes,1
"Pence, Jordan's Abdullah discuss Islamic State, Syria, U.S. embassy in Israel: White House",1
"Washington braces for anti-Trump protests, New Yorkers march",1
Catalonia finds no friends among EU leaders,1
Battle lines drawn for South Africa's ANC on eve of leadership vote,1
Trump: U.S. has 'no choice' but to deal with North Korea arms challenge,1
CAN HILLARY LIE HER WAY OUT OF THIS ONE? PHYSICIAN Says Hillary Has Parkinson’s Disease…Hillary Admits She Couldn’t Even “Get Up” After Convention,0
Turkey chides Arabs for 'weak' reaction ahead of Jerusalem summit,1
"Take cover, avoid bomb flash. Guam issues nuclear guidelines",1
Russia sanctions bill remains stalled in U.S. Congress,1
Saudi cleric suspended over 'quarter-brain' women drivers quip,1
 GOP Voters Declare #NeverTrump & #RepublicansForHillary As Donald Is Named The Nominee (TWEETS),0
UAE diplomat summoned by Turkish ministry over Ottoman tweet,1
Judge blocks latest Trump curbs on people entering United States,1
Co-leader of Germany's far-right AfD to quit in major blow,1
Departing U.S. trade chief warns against withdrawing from TPP,1
"Stung by reputation, Taiwan looks to turn corner on money laundering",1
Dutchman put on trial for Ethiopian war crimes in 1970s,1
Senate set for pivotal vote on Supreme Court nominee,1
Cuba holds municipal elections on road to Castro era’s end,1
DEMOCRATS ARE AFRAID That Trump Will Beat Hillary…And Here’s The Proof [VIDEO],0
Saudi foreign minister says Iran main sponsor of global terror,1
U.S. ends program for Central American minors fleeing violence,1
Trump son-in-law Kushner hires prominent trial lawyer: NYT,1
Exclusive: U.S. asks Israel to restrain response to Jerusalem move - document,1
HILLARY CHEATED! Who Really Fed Hillary The Answers To Her Questions At Veteran’s Forum?,0
Tunisia PM will go ahead with painful policy despite opposition,1
Russian military: Syria government troops control 85 percent of Syria - agencies,1
Austrian far-right leader says has ruled out Brexit-style vote,1
Merkel meets Trump in clash of style and substance,1
U.S. House Judiciary Democrats ask FBI to investigate Sessions,1
 WATCH: Sean Spicer In December STRONGLY Opposed Exactly What He Did Today,0
GOP HOUSE LEADERSHIP Place Political Careers Before National Security: Why They Are Reportedly Caving (Again) To Democrats,0
Australia to tighten airport security further after foiled attack,1
DEVASTATING 30 SECOND Commercial Shows Scary Truth About TARGET’S Dangerous Open Door Bathroom Policy [VIDEO],0
Supreme Court's Gorsuch criticized over Trump hotel speech,1
Israeli minister reveals covert contacts with Saudi Arabia,1
Obama says EU and U.S. must move forward with TTIP,1
Ukraine's Tymoshenko expects fair U.S. ruling after Manafort indicted,1
Senate Democrats question if they can trust EXIM Bank nominee to support its mission,1
Haiti's ex-prime minister banned from travel amid corruption probe,1
Trump Muslim comments do not tarnish view of U.S. freedoms abroad: ambassador,1
JUDGE JEANINE HAMMERS OBAMA: “There’s a hero in Washington and you need to let him do his job!” [Video],0
New Zealand's populist Peters garners attention as kingmaker in heated election debate,1
Suitcase of sapphires and other gems worth 1 million pounds stolen from London train,1
Pyongyang shown no interest in talks: State Department,1
" The PGA Just Gave Donald Trump A Big Middle Finger, And He’s P*ssed",0
"U.S., Nigerien troops killed in ambush on patrol in Niger",1
Tillerson to visit Turkey as Raqqa operation heats up,1
Hawaii issues first challenge to Trump's new travel ban,1
Obama says urges a wait-and-see approach on Trump proposals,1
Trump says Supreme Court decision on travel ban 'a clear victory',1
Trump Jr. emails suggest he welcomed Russian help against Clinton,1
Ex-U.S. consumer bureau head Cordray set to run for Ohio governor,1
 Conservative Dream Come True: Judge Grants Rapist Joint Custody Of Victim’s Child,0
Illinois House Democrats advance FY 2017 budget amid veto threat,1
Trump says Russia hurting U.S. efforts on North Korea nuclear issue,1
ALL HELL IS ABOUT TO BREAK LOOSE Between European Vigilante Group “Soldiers Of Odin” And ISIS Inspired “Soldiers Of Allah”,0
British lawmakers defeat May's government on Brexit law,1
Saudi-led air strikes support Yemen's Saleh as he shifts against Houthis,1
Norway to appoint first woman foreign minister: reports,1
Economic espionage a 'tremendous problem': U.S. attorney general,1
"Divided on Trump, EU insists on European unity",1
"Russia, U.S. stalemate over Syria chemical weapons inquiry",1
KARMA! BIRTHDAY BOY BILL CLINTON HECKLED BY KIDS ON THE GOLF COURSE,0
Trump Jr. to testify privately to Senate committee on Thursday,1
Tennessee governor endorses Rubio in Republican presidential bid,1
NBA THREATENS NC…Let Men Share Bathrooms With Your Daughters Or We’ll Cancel All-Star Game,0
China's Xi tells Trump stronger ties good for stability: Xinhua,1
"Trump, advisers craft more orderly response to North Korea after latest test",1
Campaign chief to oversee Trump U.S. vice presidential search,1
U.S. conducts missile defense test off Hawaii coast,1
Franco-German fighter jet project likely to be opened to other countries,1
 ‘Drain The Swamp’ Trump Is Now Doing White House Ads For Corporate America (VIDEO),0
"Prior to his SEC nomination, Clayton communicated with SEC contractor",1
Britain to limit acid sales after steep rise in assaults,1
U.S. sees 'too many' troubling statements from Philippines' Duterte,1
Oklahoma Supreme Court strikes down restrictive abortion law,1
"Only five ministers, attorney general turn up for Zimbabwe cabinet meeting: sources",1
"Protesters throw rocks, bottles at police outside Trump rally in New Mexico",1
"Trump, after talk with China's Xi, says North Korea faces more sanctions",1
