speech,label
"i dont get to newport very often but whenever i do go its got loads of asians wandering around , mostly muslim by the looks of them. i live a couple of valleys over from there .",0
Had to make it up that is why,0
I miss my mark if the movie Jack London was n't shown at the The Jack London Literary Prize Banquet .,0
http://www.census.gov/geo/www/mapgal...inPD-1990.html,0
The PLE 's will be our sayanim .,0
Then it back to getting the gun and shooting .,0
Fedor going down like he did hurt a lot too .,0
I 'm pretty sure that tens of billions are sent abroad every year even though 50 + % stays in Sweden .,0
Also .. you can get a 5.56 rig pretty darn cheap these days .,0
"Well that 's your misery I hope this will help : 1 m = 100 cm 1000 mm 1 "" = 25,40 mm = 2,54 cm = 0,0254 m 1 ' = 304,48 mm = 30,48 cm = 0,3048 m 1 ' = 12 `` Then ... start calculating",0
"You will find many true White Nationalists indeed have tattoos so your statement they are stupid and retarded is all your own , you wont make many friend here with that attitude .",0
Dr. Duke really drives into the nerve center of communism in this video clip .,0
"There comes a moment when we must act , regardless of the consequences .",0
"hmm, wonder if we can get them to jump in the river if we put an ad on TV that there is billions in gold at the bottom of the river ?",0
"they need to feel it on their skin , so next time they wont give my land to the some subhuman muslim dogs .",1
The media will praise and encourage the non-white establishment while denoucing and degrading the White man 's establishments .,0
More the reason why I want to home school my kids .,0
"As of March 13th , 2014 , the booklet had been downloaded over 18,300 times and counting .",0
BTL,0
I personally think she sounds like a strangled cat .,0
Hey there I 'm just up the mountain from u .,0
Croats were so fortunate to have such reliable allies .,0
For one thing .. she dyed her hair .,0
This is pretty much perversion indoctrination to kindergardeners .,0
This whole situation starts to become really bizarre .,0
Everything that symbiosis a western nation is now becoming a `` Hate Sign '' How come anything that represents Jewish or Muslim traditions is not a symbol of hate ?,0
I have no intention of ever setting foot in Mexico so I 'll have to take your word for it .,0
Re: What is happening in our schools ?,0
But the dance itself has elements also found it Bulgaria .,0
The last time I heard of anyone beating anyone up is when the guys down in miami from wctoc were arrested for doing there duty .,0
Arab militias doubly so .,0
They were usually independent collectors with their guns on display or private collections for sale .,0
it is so good to know there is so many proud white people out there to carry on the fight ! i salute you all .,0
You can stop this by getting a dead pig and bury it underground where the mosque will be built .,1
"Oil on canvas , 60 x 70 cm .",0
You have 10 seconds to list each of your 8 kids names AND the names of their 8 different fathers .,0
"Haha, I 'm on my phone now and ca n't type a huge response , but I want to congratulate you on your nomination for worst liberal logic ever .",0
Does he know what `` infringed '' means ?,0
Whites need to learn where they came from and who stole their ancient stories in order to control us .,0
"The Aryan Body , Mind and Soul - Prodigies and Geniuses Johann Sebastian Bach ( March 31 , 1685 - July 28 , 1750 ) Johann Sebastian Bach was a German composer , organist , violist and violinist whose ecclesiastical and secular works for choir , orchestra and solo instruments drew together the strands of the Baroque period and brought it to its ultimate maturity .",0
"About 8 years ago , I scored much higher on other types of tests .",0
Who are you ? and how did you get your hands on it ? pm me or send a email please,0
I never fell out of a hump back in the day .,0
We are ALL on the same bloddy side !,0
Half of winning a fight is attitude .,0
I hear the jews are looking to open a Holohoax center in Antarctica next year .,1
Last Friday an associate here handed out 100 NV leaflets at a rodeo depicting a graphic summation of non-white ( mestizo ) immigration .,1
"Ivan Ivanovich Shishkin , January 25 , 1832 March 20 , 1898 ( Иван Иванович Шишкин ) Felling of Forest , 1867 Landscape with a Lake At the Seashore , 1890 ( sketch ) Birch Grove , 1896 View at a Neighborhood of Petersburg , 1856 Swiss Landscape , 1866 Forest on the Eve of Thunderstorm , 1872 Oak Forest in a Grey day , 1873 ( sketch ) Swamp .",0
He 's gone .,0
"I mean just look at these photos , dont you get same feeling ?",0
The thing that concerns me is that he got a house off the council thats a house that a Irish family should have got .,1
But your laughing smilie is misleading .,0
Either when the last White child is brutally murdered or when the last of our enemies perishes .,0
"I prefer classical music and marching band works , particularly the kind of score that was written for marching band , not some pop song transcribed to be played by instruments .",0
"The Hubble images were combined with images from the Keck telescopes taken on Aug. 20 , 21 , 30 , and 31 to measure the satellite 's orbit and calculate a mass for Eris , which is the largest dwarf planet in the solar system .",0
"Take pics of blacks , junkies and gangsters on the streets and next take pics of the schools .",0
My new next door neighbors are Chechen and they have red hair and light skin .,0
My 22 pump action long rifle for fun My mosin nagant for hunting My semi automatic 12 gauge for home defense buck shots My browning 1919 for personal side arm My mauser k 98 k scoped for hunting,0
A History of Everyday Things in England 1066-1499 .,0
"That is about as cheap and low as I 've seen it around here , your task is so transparent as to be laughable .",0
"Take it slow then gradual , hell make them watch MTV for a few hours it 's the same thing as animal planet. and just gradually introduce them to your views .",1
You find they are worse since they will able to blend more and fool people into thinking they 're genuine .,1
Will you please go to this link and sign the petition in support of the right of Russian Nationalist to march .,0
And you nonwhites are mostly here to be unjustifiably abusive ?,0
"One thing you seemingly cannot grasp--that JEWS themselves are messiah , and their kingdom is earthly .",1
Every Hispanic I have known is terrified of dogs and do n't like cats either .,0
Last week the crowd were chucking snowballs at Peter Shilton .,0
http://www.facebook.com/pages/ % D0 % A0 ... 19205191443389,0
"Only 6 Corporations Control Over 90 % of the Television Channels These Corporations are Anti-White and are Turning Our People Into Zombies Let 's break the monopoly of news and information by supporting alternative , pro-white media like Stormfront .",0
"http://www.guardian.co.uk/print/0,,3...117780,00.html Executive summary : the negroes never domesticated any plants or animals .",0
It seems that what they are trying to say is that if you are white you are in the wrong place at the wrong time anywhere in the World .,0
And they Speak Arabic .,0
Do you post at VNN ?,0
Check out my video below and let me know what you guys think Cheers !,0
I was n't there too long but long enough to hate that place .,0
The tone of voice is actually a lot like icelandic or old norse .,0
Invictus Press Home Page,0
"He was a saint apparently hope nothing awful happens to my white brother and sisters in SA , keep safe .",0
I put you on my msn. dont accept if you dont want too,0
Or maybe there is and I just do n't know about it .,0
I - hate - to see men of all ages wearing baseball caps in inappropriate environments .,0
We do import more food than we export .,0
But on a humourous note it could also mean `` burnt earth '' ( svidd jord ) .,0
I'd rule as a black government but would keep the whites around just to keep the place running smooth and efficient .,0
So.. she is getting food stamps from a state she has n't lived in for months ?,0
"If anybody can email me and let me know how I can get involved please let me know : therealfixxx@hotmail.com I was born in New york city , Im 26 and I did four years in the marines so I have alot to talk about .",0
If it takes double a batteries it will always run .,0
Well you are too your family tree comes from Macedonia also the white part of it anyway .,0
"But if White people find a user for a plant native to Africa , the negroes want a royalty .",1
So Whites in the next generation are only 20 % of the population ... in their own homelands .,0
Seen some girl about 6 years old begging on grafton street once and we were coming out of a shop a few mins later when her father pulls up in a decent car. scum. the lot of them .,1
May they be put away for good .,1
In clubs that search people you see them get their asses handed to them .,0
"I believe Abraham 's faith was tested by God when he asked him to sacrifice Isaac , the quran falsely claims it was Ishmael .",0
Really ?,0
The way Jews work together with such cunning would be admirable if their works where not to such disgusting evil ends .,1
"Indeed, I have n't seen or heard machines raping or robbing people in the streets of Stockholm yet , non-european immigrants however ...",1
"When it happens to your friends they will come to you for advise , and they will see you were right all along .",0
Size rarely matters .,0
"i was brought up the same way my father always told me if someone hit me i was to hit them back and twice as hard so they thought twice about doing it again he also told me `` when my mother was out of earshot '' that if the person was bigger than me i was to pick up the nearest thing to hand and smash their head in with it and not to stop till the ambulance came , needless to say i speny most of my teens chasing the bigger kids around with a baseball bat .....",0
Kamerad,0
We must stand for something together for alone we stand for nothing .,0
"For our Folk , Melody",0
The reason they are killing themselves is because our weak liberal goverment are too afraid to make them do any sort of training ..,0
http://movies.nytimes.com/2009/02/06/movies/06shor.htmlYouTube-NewBoyhttp://www.getthebigpicture.net/blog...m-new-boy.html,0
"Well , the warm weather is coming in and guess what , I now have to painstakingly endure all the offspring of these immigrants , Africans , foeigners ( Im putting them all because there is that many of them ) all playing out the front of the flats in the small garden area , screeching and shouting and their hyena pitched laughing .",1
I know a non white who got 5 A 's and 4 B 's but he robably cheated 2508,1
I'm glad you pointed this out that anti-Bullying campaign has been used to promote homosexuals who are more likely to bully anyone who disagrees with them .,1
"Cool, Texas is good .",0
"If you have not already done so , check out the Stormfront South Africa section , in the International Forums .",0
2508,0
"I was happy to see only whites in that movie , though there could 've been a few jews or half jews there but I would n't know .",0
i think the main problem with our movement is that we 're not subtle in our approach. we need to use words that do n't promote controversy. instead of saying racial purity we use words like idenity .,0
I 've gone to public school all my life and have been force fed this crap since 7th grade !!,1
Best thing to do is go along to a Blood and Honour gig.There is one in London in 2 weeks .,0
The churches also used to operate hospitals .,0
Shoots good groups .,0
I heard about it is it about that white guy that killed that race traitor slut and her nig nog boyfriend ?,1
An emission nebula cataloged as Sharpless 249 fills the field at the upper left .,0
Is this the one who broke out of six different concentration camps as a child and swam 200 miles upstream in the icy Danube River ?,0
"Sorry but the no child left behind program is bull in my mind , but if people are unintelligent it means they wo n't think for themselves and if they do n't think for themselves they are easier to control. thats pretty much laying down the ground work for for future generations of kids to be obese , corperate sell outs for the government to use .",0
We say here that if we want to be lied to just watch the news !,0
"The negro is for White genocide , and I have nothing for the negro , not even sympathy in any way .",1
"14Hail Victory88 , Sean Gillespie : attack",0
"Unfortunately , there are some poor White families where both parents work .",0
Just like this thread should be stickied .,0
"Peter, it is no suprise that you were the first to make a comment on this thread .",0
"The famine was a planned event , to pacify a troublesome country .",0
"I hope so , but I would still like to thank you Day of Vengeance for bringing up to my attention the issue mentioned above Thank you for caring Day of Vengeance .",0
It 's a symbol demonstrating a lack of oxygen to the head of all its members .,1
Come and have a look around the area where I live and see all the 18-25 year old Muslims parked up outside the schools trying to entice 13 - 16 year old English girls to get in their cars .,0
No one has ever asked my opinion and as someone said ... I do n't know a soul in this country ( well maybe our president ) who wants Turkey to EU ...,0
"If they want to fire all these leftist moonbats and replace them with genuine White conservatives , I 'm all for it .",1
I go into town and put resistance.com buisness cards in public libraries and give them out on the street to various people that have a white complexion .,0
14/88,0
Perhaps the proud indigenous inhabitants of Dublin do n't want their culture ' enriching ' ( ruining ) with tripe like this .,1
i love it when jews get a taste of thier own vile medicene I hope each and every one of them young to old starve in the cold,1
"Holy cow , I cannot believe the BS that goes on in a public school system vs. actual learning .",0
That 's every groid 's wish anyways .,1
YouTube - Ukraine in WW2,0
"Obama has membership in Prince Hall ( for blacks ) lodge and will become the next president , according to this guy : [ youtube = http://www.youtube.com/watch ? v = _ nLfRsReGII ] Zagami [ /youtube ]",0
"Eldritch and myself went early to the harbour , but all the boats were cancelled on account of rough weather .",0
The home learner 's site is down can someone maybe email these to me or send me a copy of each ?,0
Would it not be better to sack the black workers and employ Whites from the camps .,0
"And .... I know the rose hair is n't a reptile , but she 's sweet and I could n't leave her out They are another misunderstood family of creatures .",0
"Somehow, it is not hard for me to imagine you fighting off an entire police force , you certainly sound mean enough .",0
The WACPG 's focus is to shed light on how backwards we have become over affirmative action and allowing black established programs to grow and prosper while closing anything that benefits White Americans .,0
They should be tried for being accessories to murder !!!!!!!!!!!!,0
There is no honor in a street fight .,0
My wife had to spend time at the UP Hospital in Philadelphia - thank God I was licensed to carry in Pa. Downtown Philadelphia is becoming a cesspool .,1
http://www.youtube.com/watch?feature...&v=WkLHXKHb1VcManufacturingmemorieshttps://www.youtube.com/watch ? v = XcywPdORySA Memory expert Elizabeth Loftus shows Lesley Stahl how memories can be manipulated .,0
"Yes, this painting is in the Art Institute of Chicago .",0
I wonder if this is the taste of what 's to come to all of Europe in a couple of decades .,0
What the ...,0
So you would refuse even other Nordic whites fleeing the brown chaos in the south ?,1
Are you asking the Africans in South Africa why they hate White people so much that they have murdered over 40 thousand of them since the end of White rule ?,1
Consider yourself ignored .,0
"Sørensen , 19 years old , was born April 8 , 1982 in Kolding .",0
"What you say about Blacks , Arabs and Jews are LIES .",0
"I have been recently told that the 2nd toe , the one that rests beside the big toe is a genetic distinction if you are of Celtic Stock .",0
"Watch the video , its only 10 minutes , you will see that eventually the bi-racial minority is butchered .",1
"Non-whites are looking out for their own interests , race traitors are an enemy by choice and choose to unite with enemies and not whites .",0
Next week is Thanksgiving .,0
You may as well think of it as the blood of an animal .,0
Not to mention the political correctness spew thrown into the ' actual learning ' .,0
Have you ever gave hard knocks better than you got them ?,0
Lots Of Beer And Food !!!,0
Africa : Britain Has Put Together A # 52m Aid Package For Drought Victims In The Horn Of Africa | World News | Sky News,0
same over here in australia. the entire melbourne taxi system is filled with indians and africans. its funny that there are no calls for diversity in the taxi industry,0
I think they are just desperately trying to be more popish than the Pope himself and avoid accusations of racism before they are even expressed by demanding increased immigration .,0
We have already reached that point ages ago !,0
Which part are you in Berserkergrrl ? 11,0
"I cant understand why people in Britain loves so much to breed with non whites , it keeps me shocking when i go there .",0
I guess everyone is doing Glacier this weekend .,0
What age is too old to start driving a truck on the long hauls ?,0
"Having said that , i like it .",0
"Someone always gets shot at that event , this year it 'll probably be much worse .",0
"Educating the Lemmings in reguard to the Isreali agenda , which is fighting a war for the Jew 's benifit not America 's .",0
I was just about to post a similar thread .,0
And it stunk like refer and black sweat .,1
I screamed WTF and the GF came running out of the bedroom wondering what happened. we both got a good chuckle out of it .,0
I ca n't wait to finish this course I think I have about 4 weeks left .,0
"This was on the news tonight and I thought WTF Is this some kind of joke , I 'm sick of the West taking in the Worlds garbage",0
YouTube - Milk The Deadly Poison WATCH THIS !!!,0
"I dont mean with kids THAT young , you are doing the right thing with them.But an extreme approach works with teenagers",0
"Yep, her name is Thunderphoenix .",0
Taras Bulba ( 2009 ) ( English subtitles ) .,0
The most feminine form which these days has been lost .,0
I 'm getting ready to head out to move in with my SF romance in a couple of days .,0
unfortunately chicago doesnt prove this .. we need to send them all to the poles we could make better use of africa,1
Not to mention the sick Asian perversion many white men have .,0
She was probably the victim of a groid rage rape also .,1
I was always under the impression that the whole sitting down together and being friendly story was a bunch of BS .,0
"An even smaller pellet is probably ideal , #4 Buck , perhaps .",0
Great to see there are a few others that are absolutely at the end of their rope with the virus we have sucking this province and country dry .,0
The image is tainted and was bad to begin with .,0
Public schools have been left wing indoctrination centers for a century .,0
"It's a good to add a hint of truth in your essay 's but maybe you have it better off then I did at high school , every teacher I had was very liberal and anti-racist , and could barely accept the truth .",1
Hail The White Race ! 26.12.2012 New Right Conference - London 2012 - YouTube,0
"As far as im concerned as soon as the little half breed is born , it should be tied round her neck and both mother and mulattoe should be flung in the nearest river.Lets see if daddy jumps in to save them !",1
What a pathetic loser b ! tch ! : goof,0
I 'm sure I 'm not missing much .,0
"March 21 is the White man march against White genocide , March Against #WhiteGenocide - March 21st 2015 And the 15th of every month is White defense day White Defense Day , the 15th of Every Month",0
"Was at Walmart the other day and for 100 rounds it 's about $ 25 for 9mm , and about $ 40 for .40 and .45 .",0
14/88 .,0
For analogy : you put feces in your soup you put water in your cars gasoline tank you feed your livestock poison You water your plants with salty water Giving your kids FAS You do n't need to punish these people .,0
There must be much less whites and much more blacks and Jews than what the statistics tell us .,0
Just ran across this letter from Finland written by a non-racist .,0
They are kinda a gray brown with either dark hair or some sort of brown hair ?,0
It was FREE ...,0
The Jews say they are The Chosen Ones The Blacks say they are the original Hebrews Israelites Our worst enemies want to be us and we refuse to accept that we are HIS ! ... and so it goes ..,1
Those are some of the most stupid posts I have ever read in my life .,0
"If a show does n't involve homosexuals and/or interracial coupling , then it has a bunch of jews masquerading as whites running around with guns killing other whites .",1
I'm a high school senior .,0
Kinda proves they are n't the Herbrews of the Bible .,0
And also Happy Birthday David Irving .,0
Really?,0
You have to have your extreme papers to move here .,0
"``RiceArrives in Lithuania for NATO Talks . '' http://news.bbc.co.uk/1/hi/world/europe/4466747.stm Go Home to Africa , Condoleeza Rice !",0
I did feel for the white teachers and especially the white kids who went to the schools .,0
"We went `` feet to floor '' , I wound up on top , secured his right arm and got him in a `` rolling armbar . ''",0
May have to get some one day .,0
"ALL this high school talk makes ME feel old , and Im 19 !!!",0
I could n't stop laughing at that photo long enough to actually read the article but I imagine it 's more of the same old same old .,0
"Below is a video of Mr. Hitchens in action when he was last seen on BBC Question Time : Peter Hitchens : Gay Marriage , Immigration , Drugs and Charity - YouTube",0
"I was beaten and robbed by two natives last year and over the last couple of years I have watched downtown turn into black , brown and yellow town. the food court at Portage place has started to remind me of the creature cantina from star wars .",1
This is the `` 4th attack on a teacher in the last 2 weeks . '',0
Most Bibles never used the word Jew untill the late 1700 's .,0
"He never mentioned anything about the lack of white women on Stormfront .... He is looking for Proud , White Women in Florida",0
Give them their interview but be careful not to say anything stupid.Tape the interview for legal reasons put it up on the net.Let the truth prevail .,0
You are going to have to make this decision on your own .,0
I went on the EDL page last night and I saw the funnies thing .,0
Asians are fairly well mannered and intelligent and easier for most whites to get along with .,0
USA is represented by a negro family and Australia a I have no clue what family .,0
I bet they 'll find a way to invent a new hoax .,1
I am White and I believe all White people know the difference between right and wrong no matter what they say about their political positions.We are facing genocide as a people and the infighting is just loved by non Whites .,1
"Literally no whites When I lived in Naples when I left it was a lot of non white , but nowhere near like it is now .",0
"*Bernt Anker Hoffman , Pakkis , 1929 .",0
Goals??,0
Hi i have not been on here in ages .,0
The Rübenach and Rodendorf families. .,0
I have not head much more about it since .,0
I was beginning to think i was alone out here .,0
It's good to see an educational institution that maintains its values and refuses to bow down in the name of `` progress . '',0
"Hi all , never posted in here before but ive been on sf for ages. live near london - but thinking about relocating up north ( i cant imagine why lol )",0
"Blacks and mexicans were represented thoroughly. do yourselves a favor , shoot your t.v. !",1
"It was too much police and security police involving , but you will see in Latvia.Also , all that crap was lasting about some 45 minutes .",0
"It 's not very Irish to talk behind backs , Ted .",0
http://abcnews.go.com/International/print ? id = 2483106 AP Story,0
The Mighty Sisto-You live in Laguna Beach ?,0
Die Antwoord - `` Cookie Thumper '' ( Official Video ) - YouTube,0
"But we must need to be able to name these characteristics to have credibility , so we need to collect anthropological and genetic evidence that will prove there is a white race .",0
This video is just plain hilarious .,0
The above comments are spot on target .,0
WPWW - eddie,0
Lines ?,0
Bobby van Jaarsveld - Kyk Waar Is Ons Nou [ Official Music Video ] - YouTube We can all have a dance and feel good for a while .,0
The negro would n't have big buffed muscle body if it was n't for white man 's technology .,0
It is for 6th through 8th Grade .,0
Dear genius : Find a statistics text and look up `` normal distribution . '',0
Good for the lions .,0
White kids need to interact with kneegrows and other non white kids or they 'll be lost in the real come the time they leave home ...,1
Day Of Honour was good this year we come back next year greetz from Flanders ( belgium ) Heil Hongary Heil Flanders Heil Blood an honour world wide,0
http://projects.latimes.com/homicide ... t/blog/page/1/,0
Paul also has a daily radio program throughout the week on White Pride radio | The Voice of the White Resistance ! called ' The Fightin ' Side Of Me ' .,0
"War of Art is sitting on my shelf , presently unread .",0
"If you want to see what having a black , kenyan White-hating muslime in the Whitehouse has created , go look at Tarantino 's latest flick Django Unchained .",1
The child s mother has been arrested [ no need to post that ugly face ! ] http://jacksonville.com/news/crime/2010-10-13/story/law-disorder-missing-toddler-found-gym-bag,0
"Welcome, this is the greatest site to meet like minded white folks like yourself from all over the world .",0
Buster,0
You can send it to us at drmradio@ymail.com.,0
"It is good that anti-White , is working its way out into the mainstream though .",0
What a waste of time and money .,0
"People have the same racial origin , regardless of religion",0
YouTube - Good Night to Fed Ex,0
Burlington Coat Factory Hiring For New Store in Conroe | Houston 's Hiring | a Chron.com blog lots more to check out .,0
Would this have been the same scenario in Greece if Greece was bordering Russia ? .,0
I became a revisionist after going to Auschwitz 1 and 2 .,0
I go to school in southeastern ohio now .,0
"Btw, if anyone wants to have their say against the multikulti zombies that read Six Degrees , here 's their forum : http://www.6d.fi/say _ your _ say/",0
But I found my way ...,0
"Being a smaller country , Ireland will quicker fill up with ethnic scum .",1
He is putting us into debt !,0
That is the most ridiculous crap I have ever seen anyone type .,0
I have to go now but I will post as soon as possible .,0
Have the mods refused it ?,0
- Pigs Resort To Cannibalism On Modise ? s Farm - News in pictures - Howzit MSN News,0
Russians .,0
http://www.1channel.ch/,0
"I guess I 'll just stick to homeschooling my kids , when and if I have them ...",0
Dont know my heritage for ever .,0
This is completely disgusting ... How can we continue to house these people who have complete contempt for us and all our laws and customs ?,1
It just does n't hold my attention .,0
Where in South Jesery are you ?,0
"It 's easy , legal , and offers imediate gratification .",0
"Wow, that 's a mouthful .",0
sure I will take note but I will continue to point out how you refuse to disclose any info that may give away your position on topics relating to WN .,0
This does n't make her not want to go outside and play .,0
The Pastor is saying the truth !,0
A man in charge of an organization that is so hated like the KKK should have been more careful .,0
When i finish i plan on going to college not sure what career i want at the moment .,0
"Sorry, but what they did was just sick and wrong .",0
O sister if you want to talk to a brother I 'm here pm me if you want. dont give up sister you well find what your looking for 88 stand tall and be proud to be a ARYAN WOMAN and sister 88 Goldenboy GODS RACE and NATIONS,0
You have to admit that they look like a scrawny desert chicken hence my use of that name over Roadrunner .,0
Second to the last stat : virtually all gang rapes in Sweden are committed by non-whites .,0
Face shaved and moustache trimmed ...,0
It is as good as anywhere in the world ..,0
How then do you explain that the first Rus rulers of Kiev and Novgorod had Scandinavian names ?,0
I think you underestimate how many times I have actually taken different tests .,0
Most of these videos belong on the Animal Planet tv channel .,1
Best place for DNA test btw ? 23andme or ancestory ?,0
He is regarded as one of the central figures of the neo-Nazi right rock scene .,0
"I can honestly say that I have minority friends , and would n't hesitate to deal with the harsh reality that they must be deported .",1
It really pisses of the liberal leftist,1
These ' people ' are just scum .,1
I dont believe i or anyone living today brought you here or wanted you here .,1
That was over 30 years ago .,0
Mixed martial arts is generally considered mixing Western and Asian arts together .,0
"If you wanna go into specifics , one name is Anglo-Norman while the other is Anglo-Irish .",0
Thus they have the title as the fattest people in the world .,0
"Most likely Putin was not behind any of the killings , but certain criminal gangs from Caucasus or corrupt members in Russian military/security agencies .",0
That is just disgusting and completely immoral .,0
"agreed, there is no reason to make genocide of other races as long as they are in another country and have nothing to do with our affairs !",1
"So , a `` high and tight '' will suffice .",0
sorry i forgot to put that im from western mass and my teacher is white but she is strongly against racism and thats why i say something in support of white racism,0
Maybe if you opened your eyes you 'd see that I did .,0
I 'll pm you a chapter from the Hitler Youth Handbook .,0
Is there anything to do there for a day or two ?,0
"Here 's a list of some of the other derivitives : Skr . धूम ( dhūma ) , Old Prussian dumis , Russ. дым ( dym ) , Lat. fūmus , Gm. toup/toben , Gk. θυμός ( thumos ) , Toch. twe/tweye , Lith. dūmai , Ltv. dūmi , Eng. dōmian/dusk , Goth. dauns , ON daunn , Ir. dé/deathach , Welsh dywy , Oscan Mefit , Polish dym , Pers. / dud , OCS дꙑмъ ( dymŭ )",0
Looks like asians have more balls than us gutless white people .,0
"i didnt try it yet but i guess i should check it out ; thankx i hope that link gave whoever needed it some info on whatever she ( i dont remember her name , sorry ) needed later",0
You are white and you are better then them and the next time they harass you and someone else form a group of buddies and go up to the proncipal office .,1
Therefore they had to practice slavery before all other races .,1
"As of December 31st , 2013 at about 8 AM PST , the booklet had been downloaded 16,270 times and counting .",0
immigrants are desperate to stay here. who can blame them ? our government treats them as lords and we as muck. welcome to SFI Pluirin !,1
Anyone know where i can buy one .. ? 88 Jab : soldierfn,0
"Sean,welcome to our hate community r u from new york city ? if so i 'm sure u have some stories or racial issues .",0
actually SXE kids are locked up more then drug users simply for acts of violence but maybe thats just here in utah,0
I have always thought that the first order of business in a White Nationalist State Would be to teach our youth how to fight unarmed .,0
Why do people still join Militias ?,0
Holocaust Survivor Tells Her Story - YouTube It 's from this channel https : //www.youtube.com/channel/UCML ... wgbpH7gn _ vebtw,0
"I guess we will never know until we try , we may surprise ourselfs !",0
I notice it does n't say if the kids were jews or not .,0
"Old Tarzan movies , `` Zulu '' , and `` King Kong '' have many such images .",0
"It where loads of them when I was in Thailand , Thaiguys running up from the water screaming `` Tsunami tsunami !! '' and behind them is a one foot wave",0
http://apod.nasa.gov/apod/astropix.html,0
The person blood and honour interviewed claimed that their are no white power groups in ireland at the moment .,0
Most comments are quite favorable to fiercely favorable .,0
"If your kids is interested in anime , by all means BE CAREFUL at the video store .",0
Again I would not pay to see this Drug addict perform no matter how could she was a singer .,0
"White girls and no other , even asian guys are attracted to white girls all we can do is pray for these people !",0
"The Aryan Body , Mind and Soul - Prodigies and Geniuses Dr. William Shockley ( February 13 , 1910 - August 12 , 1989 ) Dr. William Shockley was an American physicist and inventor .",0
Click on the `` DOWNLOAD ( 7.42 MB ) '' green banner link .,0
"Seriously Canada would have been better off if they left the pakis at home , im like you I do n't object to asians because they at least try to fit in .",1
This is the one my neighbors have .,0
I'll edit out a few of the most revealing images .,0
"Yours , Rebel",0
"Fight proud England , Fight",0
"Although they do appear trashy and promote race mixing , the two head figures in the band are white , are married and do have a white child .",0
"Careful man , People on SF do n't like Asians bashing .",0
It 's massive .,0
It's weird most Indians dot and to an extent feather that I deal with hate blacks more than they do whites and find blacks to be lazy and worthless .,1
I refuse to believe it !,0
YouTube - & #x202a ; Kolovrat Kosovski front & #x202c ; & lrm ;,0
Kids can log-in with their parent ( s ) every day and follow online courses ...,0
If it continues England will become a cesspool of sh * * pardon my English,1
"On Thursday , a Long Beach jury once again found that Jackson , now 52 , should be put to death .",0
"Rhodine van der Walt was shot and killed in her home in Kempton Park on Saturday night , 1 Feb 2014 by blacks .",0
"Live in peoria , az",0
A few years back my son had a English teacher that was from south America that couldnt hardly speak english yet she was teaching it,0
It is hate if we disagree with this ethnic scum and no hate crime if they attack us .,1
I am so tired of it .,0
This is from the back-file at Stormfront 's Advanced Scout forum which is solely devoted to promoting the Pioneer Litte Europe strategy .,0
"This is a video with pictures of old postcards of Gliwice ( Gleiwitz ) Upper Silesia , at the beginning of the video , and present day pictures of Gliwice ( Gleiwitz ) at the end of the video .",0
White doll black doll ....,0
You should have just put the money on the counter and walked out with your drink .,0
Wonderful people and great food !,0
In South Africa crime is out of hand and the Whites are bearing the brunt .,0
If they ever accept that there are mental differences between the races they will be putting the first shovelful of dirt into the grave of multi-culturism .,0
"I find this particularly revolting ...... my late father owned a retail hardware store for awhile .... I was mixing paint at age six ..... and our town , clientele , etc. , was White ...",0
"i have no problem eating foreign food , what i have a problem is is handing over my money to foreigners. there is no reason you should hate any foods just beacuse some other race found out a nice way to prepare it .",0
"According to their facebook page they 're up and running again , not sure how given the loss of the admin block .",0
we had somebody there to monitor this protest they had around 13 people there despite their claims that they usually have hundreds at their demos .,0
How about we watch a short film about working together and chat some more later ?,0
I have a few things to reply to .,0
"If Bulgarians are n't slavic , then it 's perhaps time for the rest of them to seek a new name for themselves , cos it 's us that used that ethnonym first , dig ?",0
Watch - http://www.youtube.com/watch ? v = PAvAV ... eature = related,0
Learn how to swim !!! 2 .,0
Since you are new let me direct you to a site that also has good info and puts out a paper called the Nationalist Times .,0
"So I should probaly start working on the biscuits and gravy for breakfast when you come up then , huh ?",0
"That sounds promising , and hopefully in time there will be a couple of more days added and the extra hour too .",0
"Seriously , go somewhere else and have someone else throw a pity party for you .",0
"And this is exactly why we have to fall back on common sense ... And common sense says nobody is hanging around below 40,000 feet to take a tan ...",0
"Hello, Do you want to know how i think nationalism ?",0
GLORY To our British Activist & Nationalist ! Good To to See the Poles Help Out !!,0
"Hey, no matter what his faults may be , he 's presenting something to the mainstream american public that nobody else is presenting ...",0
Okay.,0
I hear that and I have heard of using Wasp spray .,0
We shall see .,0
If half White non negro and Jew are Pro White and do n't reproduce then they are ok .,1
Please feel free to pm me or email me anytime .,0
pm me or email me at boycottkosher@aol.com once i get enough money together ill be getting a car and ill be able to get to milwaukee quite easily .,0
Ok how about I post a cool song that will cool us off : YouTube - Darkthrone - Transilvanian Hunger - With Lyrics Now come on people lets make some progress .,0
Because the bread starts off all pure and white but once toasted it is a dark brown shade and is dry and hard and doesnt taste like bread at all ?,0
Zionists want to maintain the racial diversity in the West .,0
When I was very young we read and looked at the same books as the adults .,0
Most look the same or have the same features .,0
"Thanks, but I 'll pass .",0
I hope it goes well .,0
What happens when Popeye 's runs out of chicken YouTube - Popeyes Freakout ( Ghetto Vers .,0
Let's not get above ourselves lads .,0
Sooner or later the black one will say `` mother * * * * er '' or `` madick '' .,1
I saw it on friday Thats just about the right impression ( i believe ) one should have about them .,0
